ref,citation_0,citation_1,citation_2,citation_3,citation_4,citation_5,citation_6,citation_7,citation_8,citation_9,citation_10,citation_11,citation_12,citation_13,citation_14,citation_15,citation_16,citation_17,citation_18,citation_19,citation_20,citation_21,citation_22,citation_23,citation_24,citation_25,citation_26,citation_27,citation_28
reference_55,3.577550753156902,3.526861180042806,3.3828158950036813,3.4121999577548503,3.3484524343413224,3.590912220735967,3.699400056694794,3.2719067514305116,3.689914937567329,3.591101213229732,3.7594867555233473,3.5770174189789294,3.342326736267865,3.5628226822357068,3.8029702544357433,3.339862714737713,3.621466987037659,3.668722318838136,3.339862714737713,3.619577118642391,3.5598784212112426,3.7871793032915844,3.671742197799683,3.590064180441175,3.7338874709383933,3.694205593862152,3.5748485932307243,3.2515877790164947,3.833389001372481
reference_56,3.414171619913607,3.4495600019468933,3.4097204771348815,3.412352198669103,3.342596632925586,3.4758942126146533,3.56299822737581,3.2683238076552885,3.623756542617223,3.599911467307825,3.680630869939276,3.7024785623894676,3.3857685534992905,3.636976688593347,3.713529317831584,3.3109444263859484,3.623411525378784,3.4000648098312434,3.3109444263859484,3.521152127340027,3.523904587244109,3.704780571859056,3.652329347390627,3.5877830048827244,3.600756965087089,3.6445477261795185,3.448945305339463,3.373229288284505,3.6579993524540373
reference_57,3.6092199720094444,3.0822530446165453,3.389154353551313,3.4517293430730907,3.3923153772959984,3.7038634003041135,3.7689555037960645,3.373256242664422,3.7369837511810977,3.6090786086392495,3.8342531930049533,3.670794405315174,3.4192508187191986,3.792780417356656,3.8410906509883453,3.339962392205105,3.6452306767716016,3.3487197423452186,3.339962392205105,3.025706937609989,3.5937003493326802,3.5752280999594372,3.677674558568925,3.120955244368886,3.5182368269195012,3.7459247507650524,3.645083962918276,3.4183496800978297,3.832384335350289
reference_58,3.258412053165748,3.6457225505016226,3.492327214956811,3.5380063872825263,3.314194056356421,3.619824318034947,3.801553017844207,3.425772730377647,3.722836161186457,3.6291381193427643,3.6038462943066527,3.795932404720547,3.007595363466332,3.6984106532375467,3.6651592020958184,3.3640501257984554,3.3645582282543747,2.9898429040118897,3.3640501257984554,3.6614075466171094,3.5006092524993866,3.6580537428891935,3.6953661955918484,3.6401518137244673,3.645738801835918,3.64459160407057,3.5765712028055705,3.377966058176622,3.7501270168462644
reference_59,3.7041716025415794,3.4418883401896276,3.540636676701123,3.504175466340413,3.4214827298344437,3.689252633026001,3.693372882447222,3.3505979777109123,3.6579187478973796,3.601453686458085,3.775801761071148,3.7632591976003913,3.4065556825624217,3.782632589891736,3.766904367693507,3.3879967329128085,3.697468048769638,3.2971672168723147,3.3879967329128085,3.6476322907024334,3.723505960013088,3.8154806424602303,3.7958049611590465,3.585384167979679,3.633381442289108,3.787882344026543,3.498044581937952,3.4560234776837073,3.7903086345168586
reference_60,3.240778673212469,3.4489501301294667,3.4413189649230533,3.318078062634368,3.4001939331723294,3.513049390386479,3.7019530435578725,3.198301291478477,3.64163133892604,3.086526470465719,3.5102517700511546,3.1116794057731543,3.403268872833184,3.7078302029077452,3.480021057158299,3.3241999181050326,3.6581138415198806,3.4368187747039194,3.3241999181050326,3.596813056552968,3.519291095724919,3.7889459967328865,3.584543317855925,3.568840188290838,3.5728345634812104,3.652939148419597,3.3413962727217053,3.175434112112663,3.707864473386667
reference_61,3.7455576036241895,3.643125744409362,3.6272967863243513,3.5799804985785437,3.631368387475446,3.7143929289072486,3.821671728343939,3.451083648736071,3.672169413604113,3.1958812970195636,3.573543280746551,3.3169352251166124,3.565810203035842,3.850824524609528,3.544128890996845,3.48424581478983,3.7957841829526093,3.3447647541944874,3.48424581478983,3.7376265251189786,3.7253758752916575,3.845179437489976,3.791248867344007,3.7213398949913024,3.730365153893072,3.881999569213671,3.593140364423575,3.536079737713353,3.701750987258265
reference_62,4.129741688832336,3.994044857559433,3.9298790105895347,3.902369907381324,3.9125159091468205,4.054514113567063,4.218848513447554,3.7234539374290114,4.058679298579944,4.090070228914807,4.14759505061782,4.144454563308395,3.867563580974854,4.220551398395796,4.21528539697992,3.9315078910325516,4.079702380162331,3.719816194927148,3.9315078910325516,3.9680812496556954,4.171393295995686,4.162347982064845,4.225928415621098,4.11018521029523,4.162757521104333,4.194447001400816,4.0292890777180155,3.7680010597147477,4.146336415033958
reference_63,3.2594044199159966,3.5157272600227736,3.4261329352489853,3.5203467777253796,3.0724139149453387,3.6517883626309158,3.7673035560190584,3.365092221506285,3.7020991825319256,3.596949618129373,3.7677406607764143,3.7670089320331184,3.3433416291646365,3.6193921623752923,3.7309989782184134,3.391892791261436,3.5977687833731538,3.1978203376705037,3.391892791261436,3.5631648046428386,3.5940121646146017,3.7578299550540497,3.7332078263657364,3.6995375394357404,3.7672015411909845,3.723978385087456,3.5477070239093913,3.476138156878202,3.734558913262749
reference_64,3.6939624336208015,3.576096074293087,3.3675898325140494,3.4253782427337174,3.425992961187755,3.6466450587275623,3.5775910604367263,3.4093085279960635,3.6535033677474975,3.6624481631510193,3.4200917622615874,3.803444652476692,2.9550931505788567,3.727387520470664,3.423972323800006,3.4784885047070984,3.2244201351563455,3.3818088005439395,3.4784885047070984,3.6704600644506686,3.702904050537014,3.7808429409036868,3.7615262848641398,3.7254230952682423,3.755934599817999,3.7868266226305964,3.630282296683312,3.501134446750045,3.8208380909811415
reference_65,3.6513591071128477,3.431117962494943,3.396044625943277,3.451102209178626,3.3202552147210724,3.6045902329050308,3.6686834726713102,3.3469662793040116,3.7049668230631023,3.6149213283016848,3.752010089383367,3.727270970994018,3.3110403159160096,3.7090586525082045,3.766316617412363,3.354811916488294,3.5814721093437796,3.400171283682907,3.354811916488294,3.4538750935192017,3.6275910600940002,3.6283840544552985,3.6774635610334783,3.621081185295472,3.71682133684455,3.691147010292605,3.5203229848293462,3.447275726807347,3.7941063175665537
reference_66,3.4851902997658115,3.3429378181186604,3.1771920734358106,3.313139317998856,2.274039162514143,3.4295994555490017,3.5362268809332376,3.1492380739402175,3.5832676405252455,3.0567217016920427,3.414857256734292,2.7998745728645322,3.138429639519692,3.0955550729291184,3.342094666968771,2.59852356893301,3.0167743207321167,3.2983515034003226,2.59852356893301,3.1529573030929567,2.862297756049454,3.5466498885066957,2.925834600913048,3.415650024176329,3.52419427609179,3.403149341235423,3.3617512965141536,3.19199173254776,3.5803365386518142
reference_67,3.643435518274082,3.502590863938719,3.4196426212008366,3.4849875530029832,2.9458360206335725,3.5025034187145234,3.746705023503054,3.1727038826547864,3.7311934889835356,3.6554383736673643,3.708489814307885,3.775546639611125,3.236343391966581,3.5621861155822625,3.7448319074330465,3.4449828042589425,3.4618634842616918,3.511276151884926,3.4449828042589425,3.594937573324729,3.456624158165574,3.7350423679212432,3.6199176323463322,3.6046416100366896,3.6661990920682284,3.6099877664563893,3.4828521982488634,3.4839815975341204,3.7407122071904446
reference_68,3.588874888803002,3.5323058077490828,3.329732285080097,3.3436869756826577,3.1664102163891954,3.553877165349799,3.63652976298328,3.279940728297365,3.631525213519392,3.563775116012495,3.7774329681603875,3.617659691026665,3.059319771010005,3.6775931103046133,3.76095745194408,3.0543085567761743,3.5556998540298355,3.6233782172247877,3.0543085567761743,3.628891571232837,3.464907363924491,3.7584910580962636,3.5513041286142855,3.6370846362886495,3.704035526441838,3.618450810662077,3.5299169793905976,3.287826533075507,3.776203413081875
reference_69,3.345844931419044,3.2636581621242797,3.503962044259219,3.557552473500923,3.1800995073481824,3.544094003715784,3.752502159049824,3.414948313986197,3.8533853324088847,3.33205531603442,3.570510834935892,3.1522905424849097,3.3386515404933115,3.219960819061068,3.3585237186085553,2.8721594065987013,3.091489509086081,3.42034565404237,2.8721594065987013,3.184370327453122,2.964570475788701,3.6080359463967207,3.0551100670080626,3.5436648940386837,3.6496752776159616,3.656348954897617,3.5370940420143206,3.4884765276834786,3.746996072658148
reference_70,2.773644272149818,3.6372206859833867,3.4800735066732233,3.487506092720604,3.5326528762395424,2.9467785277864333,3.7777924567108156,3.4223314228492856,3.7972261820147515,3.6748591820975474,3.796889955853031,3.771642446317744,3.4371530957921865,3.6879687969244834,3.801881437519788,3.4942496678519723,3.6274340313360334,3.5274278649465933,3.4942496678519723,3.658178409222701,3.5412785066600088,3.8196963639755412,3.0462365469709396,3.7364856660230195,3.754540272165576,2.898997599730492,2.989099229597378,3.4366689184547186,3.2014330833923004
reference_71,4.777210136399785,4.702606045910522,4.571537082694186,4.543338357086181,4.64009879301171,4.785245301199972,4.8173446689703,4.563720196041405,4.700666953930664,4.7796021496625745,4.900531247474628,4.879046390333176,4.662988066074371,4.935715294009688,4.929220388548113,4.617440331962049,4.8717169643341895,4.693538591017989,4.617440331962049,4.718394332769739,4.842720562773585,4.8596624270613535,4.771028804203391,4.783439685936091,4.775560197236518,4.707341448426247,4.706197020730972,4.551172298703194,4.780175015261304
reference_72,3.4895346577954722,4.024282986582555,3.951745047083643,3.914410654942155,3.953580226790871,4.064822662363053,4.187652453944994,3.8172831024206877,4.061086951065445,4.113888940053155,4.243583316039234,4.1747002798547745,3.899008665612221,4.2086013374413875,4.239059811924943,3.8554383512105943,4.071839619187951,3.6859005583937785,3.8554383512105943,4.038477658883742,4.026556100138068,4.219238831652482,3.9983566888836624,4.153859445170059,4.095856179492651,3.9574740049697397,3.9524079714255334,3.8402014508867266,3.9096331014680343
reference_73,3.4809417652290375,3.414497705850292,3.596911676867849,3.512188437130552,3.636089964249141,3.6833853935432486,3.8370753999564244,3.1493945865393385,3.784775655461669,3.2849268956019544,3.6057983046052002,3.285742764937906,3.597048646911698,3.917325941344626,3.553584174108735,3.5287166869526803,3.8234442314459964,3.509136204292517,3.5287166869526803,3.7623566991615554,3.7269366609704835,3.8987841029092785,3.8349201482215345,3.488678979160755,3.531217623568753,3.911744648445658,3.345749614078222,3.450220869361235,3.9410553845495397
reference_74,3.469216126878471,3.0902526907244248,3.3891271953548054,3.2479056746388277,3.2676237565111927,3.5416476595268622,3.499694987208742,3.2748593333494758,3.616206202200642,3.4274979372420478,3.6381500944535614,3.579829021127185,3.3520468604373805,3.6074025853653926,3.6524224923558988,3.306569009333501,3.5687345128436614,3.5257957998203344,3.306569009333501,3.600225282463083,3.464131634890232,3.4200696312023657,3.5501324378772154,3.3733050813784864,3.4845157211563538,3.708734495502333,3.264204156300357,3.293590212056646,3.7545984373952748
reference_75,4.141556851579732,3.7837816051408826,3.862125228805944,4.004949539846659,3.8269789911319574,3.9527364386699793,4.055770410374344,3.783488405730963,4.078882650485325,3.9166658248983666,4.072780884127963,3.9495396989879605,3.9392693176805973,4.086522974476807,4.072505912418953,3.750105020220995,4.069204816907227,4.0114259805340104,3.750105020220995,4.0107520582892136,3.888569568073511,4.0780737754557075,3.861645192446351,4.055296179798281,4.017965828863106,4.113363544131553,3.916206622856081,3.967608511772156,4.179177137409777
reference_76,3.4694597936704463,3.054775987730183,3.352779112499379,3.247191704162979,3.278496411806817,3.509376699955106,3.5775076831849106,3.152789695745301,3.5379380266325,2.801103624133281,3.3995091761535683,2.7587787331190587,3.312253536671448,3.6545328565927893,3.364524141481555,3.1674758710232975,3.5267239315835957,3.3620837048344314,3.1674758710232975,3.538458137645978,3.3654739820212365,3.6928768765990587,3.4031186713394166,3.4254707096232235,3.553676846757116,3.6083415502937317,3.301500005799866,3.211748818957853,3.7199470453179564
reference_77,3.656505932558349,3.367474607553072,3.2977617135579638,3.4756949025397077,3.393460828523549,3.608588566231975,3.7984609576491475,3.360136760126403,3.716468749458649,3.5928188641403436,3.8206548138704814,3.6357552876027426,3.4266990358540212,3.714126038890746,3.7813094937436236,3.404537499560269,3.5708822571467933,3.7389076723397014,3.404537499560269,3.719382226576066,3.4233896425722135,3.751091517660963,3.5493692232547285,3.639475642924972,3.7737143674096307,3.71015676090641,3.596987890513728,3.404334826539359,3.929824004344004
reference_78,3.625222391453377,3.5495935724522614,3.2920966353818923,3.3630394379081725,3.439046023982861,3.565562014166593,3.6830725466128835,2.968258691629112,3.6737773207729814,3.552068997678595,3.7744098748704604,3.5397061705856325,3.3515801821038727,3.7349855072085867,3.7420249785286033,3.2106862075595854,3.591196602436066,3.5978655936737973,3.2106862075595854,3.5506924435954903,3.457962956542969,3.733067606436779,3.602422448501587,3.671070489465428,3.6720907007244703,3.693180399982166,3.4620657047986985,3.1961464794995784,3.759135294356037
reference_79,3.7050083715578794,3.594469265725375,3.4817236821695365,3.546339671664773,3.4865267750126296,3.7158835487451394,3.702537267194558,3.4678062809584467,3.815730732082754,3.6662722403521806,3.9072497934397687,3.7319950620898523,3.487974160608988,3.8005848597093865,3.90332834887072,3.414957601286358,3.79489049859114,3.6971999480984588,3.414957601286358,3.7218881744623564,3.7135242196990657,3.8566323263213143,3.781487694243832,3.704898932450401,3.8545242060262277,3.8395413689753197,3.6134572753926593,3.472605471854184,3.791536454096496
reference_80,4.01483688632199,3.829290912600237,3.7257613634654483,3.7122556004504754,3.6513139347309496,3.8895378899404713,4.000844164205846,3.6029110067849506,3.9584359993333447,3.730652220785401,3.994717533173101,3.799273644967649,3.7023793959004196,4.015819846898058,4.045641165530969,3.6839585027089514,3.9304599679842296,3.84343428752128,3.6839585027089514,3.8905882682411734,3.857745652707693,4.0442487245086465,3.997971726223464,3.934057732054969,3.9617120388303895,3.9351352484567728,3.7672119811626774,3.707406398385561,3.9593868305061464
reference_81,3.5341083115351193,3.246510509077129,3.2531155886156995,3.240799920540549,3.198883640971515,3.5179015503727817,3.4422953150288977,3.176725464523185,3.5441718378583214,3.3869448548012637,3.668139228841508,3.4877511414151536,3.233874927359334,3.581508930641202,3.6558401965436635,3.0880539985223834,3.5212855349208914,3.4561086142402386,3.0880539985223834,3.503632845753595,3.441937928475413,3.6645309954271568,3.5197331882492646,3.4952594330091067,3.5711403689716,3.5453701979949384,3.432053530493585,3.2117341129048156,3.614362538849671
reference_82,3.390558038253589,3.3195051607966666,3.380680932532471,3.4147114601851962,3.157541834167188,3.2782915654906457,3.6508913494703172,3.248955391252672,3.6297429277290676,3.546669616615895,3.774760285334088,3.663856993090335,3.2553745253560433,3.6629814763648048,3.7674890203811824,3.2216006131629573,3.654365183866875,2.971113749398817,3.2216006131629573,3.4067065970310115,3.62948500592633,3.7658549990822343,3.6987693955300824,3.6442383072696254,3.6935115519095523,3.6285359351106687,3.4228054561804426,3.3733255500671926,3.7387920528133733
reference_83,3.9142975666980426,3.857905563127779,3.711636748398977,3.5906394158062938,3.58012146684437,3.8023116611340044,3.9859792803284178,3.494291680260599,3.851953542138576,3.8801780627443585,4.059951582572132,3.9591258038759234,3.6672137347068783,3.9605799529180548,4.0377647505388055,3.6137041685480473,3.908081590457618,3.730090612171321,3.6137041685480473,3.849603762007724,3.8274193419656752,4.048311564558134,3.900304330970049,3.9563009336938806,3.8736999463840287,3.9154899888095858,3.796975296587944,2.797566983023405,3.8456143800370337
reference_84,4.109537746360642,3.994069829612946,3.9149104137357207,3.912318194597211,3.9260227124716014,4.019610641226303,4.091501328690344,3.7836717917900753,4.041976610284935,4.007319445437377,4.186871181739399,4.031272786376282,3.8750768147426586,4.16125475116372,4.216062065633418,3.740325114867055,4.063090824396816,3.947415306732063,3.740325114867055,3.974474627590545,4.029916230938485,4.126421160014919,4.107044258941401,3.9966190440226907,4.128602979391454,4.174122190950916,3.9394120749240913,3.88446028600214,4.0921697517210545
reference_85,3.5826685647888237,3.5863840491052397,3.471196151754611,3.347956099194587,3.3555253748126352,3.2957881932016475,3.758369644658088,3.3318048440506436,3.637960598592482,3.6494942421288985,3.8692568521981685,3.776972156009149,3.517915555643837,3.7434565179725237,3.895548766978636,3.4569722556691387,3.7820776431586904,3.545562268812814,3.4569722556691387,3.687060833068055,3.7071346662186158,3.8544921506430514,3.7111696139604793,3.7530470864501284,3.8189079603626532,3.6456391469553444,3.546946398788975,3.3822303774322666,3.814560223456735
reference_86,3.5810378293365375,3.4336240493563484,3.347406262954842,2.9487909407544137,3.3897267806325515,3.5220773604295252,3.6894570793342356,3.28263485804373,3.674317380393922,3.4843636889711163,3.7534378911923074,3.5931587263183595,3.291793282776952,3.646543605201414,3.7590887309626435,3.313335811100006,3.570131231185913,3.578152852730889,3.313335811100006,3.6232637619685546,3.5409381346378326,3.7954714784872365,3.728988688756943,3.619335451976716,3.6853721930899885,3.744775757166338,3.3897315093517304,2.848619448046982,3.81227316728164
reference_87,3.6863519893550047,3.4292656485346042,2.908989170518609,3.3839626558287876,3.238886488642433,3.4840241862375265,3.6782060202369617,3.272561623213468,3.6587894506760965,3.362223706756681,3.5251047502168658,2.960609691377891,3.2330716217434805,3.7055811209126754,3.7646539889131514,3.1751509674891554,3.5911142380300207,3.5683333469737555,3.1751509674891554,3.5915014086216956,3.2667613645603244,3.737666634672913,3.4349676865145535,3.528502498404724,3.6167786762947483,3.4841000994776916,3.423924776703831,3.059594374247044,3.733106501145901
reference_88,3.3479078814172696,3.846911251733002,3.8779021387551293,3.883878324086168,3.578316237152037,3.8529088482371923,4.041196713915896,3.7604058435030034,4.109241017150266,3.64316448014901,3.9462243979407865,3.5099194441947303,3.676568422743703,3.340107909153515,3.667178097495026,2.79312077405227,3.22704777794852,3.7673214395378913,2.79312077405227,3.57779496290074,3.1123665583372295,3.9995291682735243,3.2093627795009345,3.926075695070815,4.03238490050503,3.768353387604289,3.852016881279785,3.8853958939569386,3.965093224646203
reference_89,3.455083867687834,3.404920499653775,3.3742003310212576,3.4230871622829437,3.182187597214788,3.4566557805334086,3.6533649514528275,3.3330274515581846,3.76286325081253,3.341673351466,3.6338640515685974,2.9497604483334303,3.265703016881013,2.892055556788917,3.3362805122114807,2.8319724911270856,2.837654359345627,3.698281022982655,2.8319724911270856,3.1912425752901163,2.4461414579409837,3.602049745697948,2.6394222412956956,3.4223488884168263,3.685490408661345,3.4966708601577756,3.456115800747192,3.448014489960885,3.61766678026733
reference_90,3.526930292922457,3.2435110049778073,3.2778918684444784,3.2769238203086855,2.734316978926795,3.531662881342292,3.593777212003231,3.128191851764345,3.531520701695442,3.3314158408106955,3.6583664025014175,3.511184968088531,3.2321130674596787,3.5824897951639083,3.4044698613818807,3.2055344745957255,3.5219768217525123,3.4989855244216193,3.2055344745957255,3.553946139973289,3.4936454754716877,3.6444000322490475,3.6098334636986253,3.550595742767147,3.6031073204125215,3.6267345100708006,3.44085496785146,3.241930945114136,3.671704194783002
reference_91,3.60835901556333,3.2880081868398117,3.3138236490141986,3.319925255772471,2.723006123996368,3.53085806447196,3.554589804125977,3.0978589062891606,3.5647209983007433,3.3999904104736403,3.68220563703511,3.5773590128481385,3.249114907979965,3.619350048096327,3.66515143471047,3.2621552374658584,3.5339678551371096,3.5310047054035514,3.2621552374658584,3.60086400172523,3.4999136291007993,3.641279370720531,3.621225048885107,3.643502060496474,3.590550022309794,3.6213346027823445,3.4742662967458964,3.2588170971304176,3.687251544842446
reference_92,3.4745040619602263,3.171940926058606,3.4912134711092735,3.4991550366361377,2.996560508399078,3.125575175013325,3.552176490917074,3.1123338667843794,3.7774348122663244,3.2775218430970674,3.291008086559794,3.1701452861215316,3.0727573272643123,2.590699119817441,2.9776180076048453,2.78564054968069,2.743557628259791,3.6475990223788233,2.78564054968069,2.9506575036167906,2.6510837961763754,3.210224378675114,2.979354518523835,3.272245850619244,3.4664121799238172,3.5926404332315043,3.3833059709425375,3.43726089302162,3.6601209326640096
reference_93,3.6128283861221187,3.373680940459763,3.3513892837721033,3.311843637691505,2.7995278365407046,3.555103862619233,3.6623028213097273,3.1928935700403898,3.6228393767129123,3.4946983126404825,3.6707868639451235,3.6290913761852153,3.2391337853355284,3.6117019030045876,3.7120409596648005,3.3189924544897553,3.5183843174810723,3.5650455305368616,3.3189924544897553,3.569602776637032,3.5030757668567905,3.7183677150597614,3.6732872308824356,3.6306594046484246,3.6534313267184646,3.684062742936751,3.472263547393796,3.270630188162128,3.7073209099774953
reference_94,3.4868617525580827,4.010821092982084,3.945840382087823,3.97464289524889,3.415592416279463,4.010941224682272,4.1660818527933845,3.8093788462289573,4.112580613894129,3.9989085766240686,4.172657639591729,4.055723480903507,3.8497568664103743,4.071529234311108,4.170603999233659,3.8710891975911856,3.9345496353060003,3.636077167560071,3.8710891975911856,4.051280703296125,4.0266800353496075,4.182887691724449,3.933643340981126,4.13989209052286,4.1336667517641255,3.97419835614264,3.9109995192738176,4.000740051910282,4.11013724619983
reference_95,3.564183202396155,3.258948183561829,3.387661444526799,3.443634549675249,2.8706690035975986,3.302584148184572,3.628905138932746,3.065223437425547,3.7239675461565542,2.952089191513174,3.461126106315213,3.072312135692678,3.0935002232019317,3.155671632437345,3.207872857860282,3.0364065262986224,3.0818872842679355,3.498341564413978,3.0364065262986224,3.076770181447105,3.039889197846799,3.4391875161275807,3.378110588349179,3.346558086919108,3.395481404871734,3.6453980571036175,3.4410672881561526,3.4057077148414847,3.75431291546972
reference_96,3.1339481778977003,3.457736011538146,3.4150556240249705,3.491332681535463,3.39981089158932,3.585262589867502,3.7605850967987724,3.293882775779481,3.6661001355956504,3.561783033424474,3.7839729824812935,3.760954830868599,3.262041182118483,3.748054586310881,3.8168731122300077,3.2423660645528654,3.6641516886203465,3.261040734999309,3.2423660645528654,3.441739896868793,3.6418284467094613,3.611354011981784,3.6739015940522535,3.6869418751072143,3.750243049142968,3.6463559130158676,3.4351532165861034,3.4444759755001213,3.6887099037256026
reference_97,2.8875177849031646,3.7271837612689707,3.6096080957282375,3.6237160184476376,3.497358272572012,3.1600836497145295,3.8466318499069216,3.609523983174145,3.9229412250422957,3.7509637138319682,3.887911107907782,3.7041649931219816,3.5898496441832184,3.6370208908476798,3.8992519958199323,3.509152814639568,3.600262143970668,3.8134579430917332,3.509152814639568,3.755459125401973,3.4168008230906723,3.888790399845222,2.7610491751642225,3.7660559787185246,3.815867618965752,2.8357555730336195,3.1485518863606456,3.6226259226880075,3.419997456760826
reference_98,3.937227177198785,3.735059461706405,3.4860014561081396,3.545426568214893,3.5885982987694836,3.8702250575235486,3.804425138694048,3.46026561056149,3.85996998674469,3.71723634289695,3.9571162768950585,3.7762799285745623,3.5993691246446966,3.9993637059127574,3.96422984600503,3.4759603950709104,3.8973772328460217,3.8235157036912595,3.4759603950709104,3.8031270314115715,3.8157601966166497,3.988380854387275,3.875444962714434,3.8443273169623784,3.8297109398905786,3.8893764594726563,3.743347215443492,3.471622580854773,4.006960596241891
reference_99,3.326814032278119,2.009628381058799,3.3618552033388887,3.514066365630239,3.4058103152381873,3.100457969235957,3.7218514464501866,3.346841385238409,3.6763856737227556,3.4392365258209106,3.464748086313643,3.6668032050940993,3.120302896873236,3.1661666402723094,3.4952615989307594,3.2659214536854027,3.4106322667654756,3.3179640893752955,3.2659214536854027,3.0826374332885873,3.2840051326870916,3.365067603035711,3.4569042852427065,3.0005523703042636,3.1632032380558606,3.4648030060056207,3.425519170646906,3.4292416571781636,3.7347795496945846
reference_100,3.380289030250852,3.383238313934263,3.6901476662235404,3.7785016088846213,3.555193348816525,3.6311749965864526,3.8159105512519673,3.491984738439024,3.836821849176491,3.3744283113876063,3.7584465894837003,3.469366904165123,3.540095259508343,3.2511190616876493,3.477845904971141,3.2860754515287995,3.4210641706307343,3.48277114160742,3.2860754515287995,3.3825561055293814,3.410152003365945,3.402758285368909,3.5373263367234182,3.6540345590916985,3.734526495325049,3.7978269386630803,3.56779323563519,3.7429378276446714,3.8796357019946566
reference_101,3.784881180308719,3.726230784555526,3.4938510968582883,3.6845701883298423,3.5384746923731374,3.5703091952398296,3.720833709690639,3.417024367191828,3.796659277337906,3.559568691369058,3.7488510929954164,3.648188735701619,3.5904932821819977,3.916614728646738,3.779553137628315,3.4717765219949377,3.851927952414719,3.7188110376129555,3.4717765219949377,3.7103473782819747,3.7246549868208487,3.5034322445453334,3.8105513477645596,3.7791043203357098,3.7332929363676444,3.8001562028358444,3.5919350105813783,3.5380556733288757,3.83615911029211
reference_102,3.515879411551018,3.0107117107740464,3.4290907894173546,3.4354267373150162,3.1316192781993633,3.347326140831758,3.6293729928323604,3.1768522276691,3.667164471376154,3.251693371782616,3.474303090351872,3.2974864996099114,3.2040045254099896,3.0362368007947,3.295782368225322,3.0322642671506097,3.1764841416283036,3.43840547677587,3.0322642671506097,3.1854535971349063,3.0438295903107515,3.4226172944910833,3.2131634489978436,3.2354643533254746,3.4980204238129065,3.629015178420143,3.4074457180057633,3.3925068548554806,3.7325653150272853
reference_103,4.053383050824736,3.9594173805732384,3.8028615823774103,3.815898992493439,3.82433346954763,3.9488823985457544,4.07083734394455,3.7095999652814746,3.9946492228895187,3.877488196678845,4.074468045624116,3.9393417611918453,3.7808644832042457,4.069577986706342,4.072972248467529,3.768091520746994,3.952374463785029,3.486039313758139,3.768091520746994,3.8483446393035403,3.980369303724003,4.017993978171255,4.075445500560188,4.000622533328771,4.025785921878128,4.0788402368094925,3.870374210342765,3.8016433661857603,4.0795897083351065
reference_104,3.760132463878706,3.3112705236471704,3.568399696072408,3.5871574792508403,3.4799334239889252,3.618995620622801,3.713135274836822,3.4240576692000166,3.7124760302654694,3.468479917281368,3.6949324730810136,3.621431521252653,3.5485582059325504,3.7220599747947802,3.7146000213697086,3.391387276174659,3.6930365884118275,3.6257817915148562,3.391387276174659,3.6307086660606944,3.5846910949521815,3.7579037371471142,3.635955509152632,3.5565693436007635,3.6636007916214606,3.8606827429264565,3.571155100987914,3.5553627344819247,3.8498948811123657
reference_105,3.81134367101462,3.7198539332891363,3.4474691574653447,3.5363044749515056,3.5160364148804493,3.798949549344599,3.9184148484821324,3.394731019514084,3.7499844625068666,3.6483483518784934,3.9432595156194097,3.750847962343216,3.497410175072014,3.911637283398252,3.95741702473671,3.5082709714093205,3.731551218283653,3.716048917300189,3.5082709714093205,3.7517070338388643,3.642619121325731,3.9069535601508076,3.80804207448256,3.808300902013563,3.833244880666775,3.786802309496403,3.6592678219838737,3.4719261521945,3.7532472281154172
reference_106,3.765395069261947,3.6459883016367756,3.4630343564010184,3.474641456386805,3.2298823143470914,3.717464405226064,3.7497158217198368,3.3610002577769045,3.765256065552521,3.4718922424955476,3.84553448668882,3.740588381052733,3.454289798588777,3.814224103594678,3.82209125720595,3.54728518855877,3.6964557393342026,3.662099977126426,3.54728518855877,3.648590410568981,3.724824047932721,3.8471269930872283,3.8257718643940692,3.449041753988114,3.798099273030359,3.8186634338001255,3.606078629298807,3.491088719596863,3.8992176550086444
reference_107,3.4089767754050695,3.6043442183976793,3.52534546542852,3.600818745279312,3.513854286827774,3.433328772477865,3.802438750809575,3.4192133140107392,3.7896978733476163,3.01439415823675,3.7591254163818024,2.7061203414816855,3.4340433385679128,3.436585153715997,3.7480818079934957,3.437943543198466,3.4651366481530665,3.574260808633368,3.437943543198466,3.632562537973391,3.3302305136926176,3.794481480483788,3.6310104361810684,3.62932968608107,3.672488347146074,3.5379855182026865,3.535194378598869,3.6015676772708893,3.749337378321685
reference_108,3.44489210407989,3.0869345850699426,3.362104214010457,3.4393883366812705,3.086180853700511,3.499146284956094,3.6081416349134634,3.1345624049872307,3.68149616349674,3.435313808041891,3.51989401838523,3.4679935475988217,3.284935254533099,3.6358302609927455,3.7051426348641883,3.2566180401858924,3.5649855930280627,3.285194325826931,3.2566180401858924,3.4151372973532665,3.4630643403117882,3.5162331979613626,3.5721551359613013,3.447931059417347,3.5690526419144892,3.5895567439487612,3.436505250178745,3.3519516865689143,3.578654378338044
