ref,citation_0,citation_1,citation_2,citation_3,citation_4,citation_5,citation_6,citation_7,citation_8,citation_9,citation_10
reference_141,3.0707674242897993,3.5415205738550894,3.450713861189604,3.4906523983446123,3.595617775465488,3.5953400245734453,3.7716514353752135,3.571518990469432,3.4764789231989983,3.640083557626891,3.417117214154086
reference_142,3.403234845007922,3.686942125064515,3.4223822362797494,3.500550294191833,3.4567685487928927,3.203287290032218,3.4188363322772797,3.55109279741404,3.3452779361873155,3.514467586253337,3.4445795100742482
reference_143,2.7304155881786296,3.4366035466099785,3.1603783259131726,3.272281563986804,3.386667371537943,3.117920760624135,3.6114284362307485,3.417416419277561,3.2441539751872894,3.3479699398112506,3.1832665587095206
reference_144,3.583535755329871,3.9152148482439633,3.643008321101507,3.752998839446603,3.8706745300874776,3.2414175564537855,4.065258217444104,3.806627407738877,3.681699697760489,3.7297086563405943,3.556249383434904
reference_145,3.283282974142132,3.3732973425658206,3.569130332489486,3.430757725380836,3.5725928438638688,3.5426948207352082,3.789417966829159,3.6582971749519513,3.2162097714080233,3.7038523677971082,3.388991144775399
reference_146,3.5201485868078763,3.4471071045426607,3.2539245121863547,3.6998336784935004,3.799271942393125,3.618436512341569,2.6946926584220137,3.7799840763733514,3.584627247664571,3.297053271747476,3.567226913147335
reference_147,2.585738971324722,3.0423780576854105,3.4380492194714924,3.2809209591211106,3.060948754198731,3.4880609894664043,3.746729043700076,3.374223355866754,3.31783381602795,3.5247519591660788,3.254518706740047
reference_148,3.3758730651523767,3.6224861561554804,3.585398033373196,3.500230709125895,3.618792402970725,3.5678514763009384,3.7536796348751067,3.72884682893102,3.4556578327354748,3.6418075599138438,3.532759771319985
reference_149,3.354410281855488,3.65004922696267,3.365331309609413,3.3897449074308397,3.574168382969856,3.5923739170777798,3.4991791170279978,3.6894846985156065,3.3000960888455806,3.5464093168952466,3.4463488883042324
reference_150,3.2375063974609946,3.4759314286544543,3.043775104363666,3.331849016533311,3.461131058509822,3.475583152318153,3.7092781143138147,3.5940480688062,3.046283878337447,3.53305216267711,3.178858991455856
