ref,citation_0,citation_1,citation_2,citation_3,citation_4,citation_5,citation_6,citation_7,citation_8,citation_9,citation_10,citation_11,citation_12,citation_13,citation_14,citation_15,citation_16,citation_17,citation_18,citation_19,citation_20,citation_21,citation_22,citation_23,citation_24,citation_25,citation_26,citation_27,citation_28,citation_29,citation_30,citation_31,citation_32,citation_33,citation_34,citation_35,citation_36
reference_66,3.360543077084751,3.472110913011058,3.2669600607973015,3.4309780021422007,3.189069240922153,3.90453615764673,3.5324083582036936,3.3116759197431707,3.5319018455957623,3.2443605605151404,3.5564528689611,3.6229714113983826,2.9448111168647264,3.703084292281179,3.033306086802104,3.461533089770742,3.3871175461417447,3.7428193016908327,3.7626036655356287,3.3576971295833755,3.5912484472714548,3.4492303989954176,3.708864430865194,3.803980408783092,3.5666475251538627,3.3578437588250427,3.0379256308987648,3.188360405704695,3.501785468086731,3.487332657636106,3.769367609169942,3.4148294657297873,3.7295062286686176,3.71073545485301,3.049016486479018,3.5917805196583292,2.942073871944391
reference_67,4.211707770463629,4.352285561655116,4.438345799984102,4.251745220235979,4.5090540324229,4.598925403450966,4.40959712710333,4.43689089440322,4.366093325601749,4.5953792233284165,4.466132984253372,4.523154461300197,4.517573946890416,4.501845921150446,4.467364512283745,4.226379317198754,4.6545307063802195,4.709585708213806,4.4906158462800985,4.493940834414819,4.452812795208033,4.666229513198213,4.510869323001504,4.5229984876861575,4.5205979467720985,3.8173205428664767,4.215202367550766,4.5335602243369815,4.3304428665990855,4.3534074294272145,4.656980466939509,4.618179385158777,4.502854348191828,4.5655915892036445,4.452187437203272,4.521081136985043,4.511571238214036
reference_68,3.4791301969763224,3.3252838950812014,3.4963043882511142,3.3005648338984503,3.294097620902457,3.7295205374305462,3.4263665976942628,3.18339133492272,3.5395944146953693,3.412683348195139,3.3947872339666114,3.4174929915532424,3.3635813964163512,3.4005032604467464,3.3305654141506045,3.670773241124643,3.6970904900326933,3.600297342056812,3.5848839817473643,3.386529363268444,3.3246658426893667,3.6789933383326745,3.428361068416323,3.5201770990456946,3.8047705117912054,3.2333361951872326,2.8571296716273435,3.2134848190290444,3.3679862603091117,3.324317454803515,3.6031036585664165,3.6091260304190813,3.519928968663445,3.367454948123838,3.3031577331136592,3.3167160588919287,3.456273933152398
reference_69,3.6052119898842934,3.426751401236148,3.5552378406652148,3.5585555230482386,3.5289832783473196,3.860816410545426,3.4742262917040017,3.651733357351805,3.789649489025121,3.663186017919065,3.6809538908876953,3.7308564649423768,3.6406034247901236,3.721416907946147,3.638659157809181,3.9302395968914685,3.8754400817331467,3.8663375885721845,3.876777481590899,3.5791022675159567,3.6730701163940216,3.8183929246077146,3.7301589170411837,3.8050484797019584,3.8969124359985905,3.3394106665240284,3.337298094293501,3.590285190831657,3.689072716879472,3.504703874273905,3.8239415331380626,3.7715719159821712,3.721893175318052,3.6997696910433784,3.576032055761622,3.3843741842644337,3.727232295542591
reference_70,3.061263273561283,3.163870169936257,2.5713505059889563,3.2993825343766683,2.7356908044212758,3.6935531342392944,3.2463073830353575,3.296930975043504,3.2724917898373667,2.622592615177366,3.39057188872555,2.9421578196332945,3.020644828974514,3.3498057201094458,2.7689414261985514,3.2308632157185184,3.2823357916491043,3.199766207791269,3.5625713961070113,3.0076648858422135,3.067023524545522,3.0930328723319147,3.4334455155925045,3.5000665461334903,3.23646295049859,3.105737664218944,2.9867414090275965,2.699202597459985,3.250124960441808,3.136309472333631,3.6150693178079165,3.2287640495105077,3.4047228803949854,3.30262344809635,2.959785309142757,3.2727658464803637,3.038756072993257
reference_71,3.005337739917107,3.631787296444964,2.8408636594607164,3.6524930382707956,3.1984305077267123,3.5658916919813044,3.590009180284372,3.461740267228348,3.468435059403134,3.2122853634087964,3.7844693085114014,3.450674832983578,3.4258036302107575,3.787699255865544,2.6983674946217002,2.527543866738029,3.453107726535248,3.810765478443119,3.8384910159109795,3.3318073082092323,3.140330659969071,3.375193709330252,3.238462428851304,3.363904818860172,3.478369546854281,3.5432959775423134,3.3760190500009744,3.202056336444106,3.690191062854462,3.2452860990445362,3.9549547506210208,3.166492981740807,3.5580624116812536,3.7519132129864143,3.3967781773762176,3.7087363186636177,3.3606710867224288
reference_72,3.955652485514365,3.653363679131269,3.9528847098085484,3.8063492967646932,3.7788166042453053,4.264206183971465,3.8291156238183026,3.866566992240429,3.9767791041321017,3.802519393513961,3.9433844894657955,3.9374806634727935,3.9464393141164433,3.818476204245329,3.8504075595801743,4.070410736026002,4.132186746221699,3.9109931111898426,4.091685773882102,3.883095848027419,3.81606691803826,4.148889964980459,3.8560895790495278,4.0397053854389195,4.175846486737441,3.740121580459912,3.4710913106036205,3.881010350364745,3.7891620621971205,3.7945704969410614,4.045737559066772,4.029226614352226,3.9689964587690385,3.9619607089431765,3.858573223902847,3.821663295958937,3.988366571490387
reference_73,3.5070291441659025,3.387423647177429,3.5774115564769287,3.405547231924784,3.455696187645145,3.8405995418646994,3.3667764917193455,3.401501122687052,3.6080511048906856,3.5458936604550266,3.151721361961116,3.5175076475807887,3.530426323873542,3.621593319373178,3.4763652489883334,3.7922532785246665,3.7297315455363513,3.665602578597163,3.1530033085837688,3.4315433221599787,3.4226938086764185,3.0586023486440426,3.589300898326001,3.6670372125559174,3.7462611313182403,3.236018063612654,3.18271765742112,3.446380911199536,3.4170955333708117,3.419922011482476,3.700516532552839,3.650588244305457,3.5654659547316134,3.43713380032144,3.4571146696985067,3.443136741616502,3.628344812359255
reference_74,3.2613488419348466,3.549237280519698,3.378967854036735,3.6439712352474967,3.7340179343311783,3.471056182311356,3.616128302683521,3.4730431942201134,3.5547907348417533,3.7572439742266726,3.662624418648954,3.4061483788982865,3.828965414484044,3.7844958250398637,3.313749259690167,3.58175206825614,4.011811222918796,3.8473756360604763,3.845817892614651,3.6896508587050456,3.6073550705456077,3.953794572410971,3.7342152342066766,3.3266350420868878,3.9471386360652208,3.4867497637775964,3.430534886082337,3.66098634204638,3.617446523052673,3.2355516893275937,3.8854824462577704,3.518790980835915,3.559404782394177,3.7433233439090254,3.6233847337849547,3.673304528987572,3.5846337712252954
reference_75,3.4384251977007216,3.913927328119637,3.357724246611955,3.733958778122441,3.6975988988077164,4.303109847237169,3.7191655087366113,3.8706735389436244,3.980221140810384,3.675966986819903,4.001604336098969,3.9916724435970172,3.8667854055599653,3.9446613081450463,3.8817856401075903,4.003689149844791,3.860308391785058,3.895820508258343,4.090960974346161,3.818188273330822,4.074073873714696,3.90580782371971,4.047734429202676,4.090901630527687,3.838081310764885,3.766289236121988,3.559923129035812,3.8087052088321207,4.023507462997617,3.837881713459538,4.107846955533743,4.007087011016791,3.940528861732613,3.8118363377073288,3.8452852615250293,3.8679000570941438,3.490629863584872
reference_76,3.734595755099472,3.4430271284825764,3.701209560262774,3.532962920712861,3.617488421502607,3.9913330912836664,3.6163520272279155,3.423636964208585,3.760532024189682,3.5641413196229244,3.5069115247798996,3.5755915513311685,3.62092376752168,3.5712408185148417,3.615387434282215,3.8995153726818175,3.9359622272601773,3.657283201293684,3.7195952658011198,3.6252017747081138,3.5510216968067776,3.8360556700151256,3.5457952529264656,3.742941846344634,3.98514437106115,3.445232201274489,3.0371677968247917,3.536389300636178,3.5654704279597498,3.5050515406585063,3.79344482567033,3.6376555502394976,3.685592238108677,3.733693780596063,3.5406881642733095,3.468415073278006,3.7914697697892663
reference_77,4.034904236070742,3.84871639012224,4.063990562046512,3.533960215165884,3.9278798805856705,4.212626961706996,3.85459983258307,3.908543221114087,4.088039642281185,3.9946541319393267,3.82735978788649,4.020551234419816,4.014053242969461,3.9629221149535176,3.837327748151418,4.218690763647938,4.208712450254115,4.090624388715028,4.024677818426251,3.960039514990552,3.9574038718414286,4.143027688016178,4.0364535999877456,4.146326112283325,4.102537140838623,3.7543929135488527,3.6786635193090835,3.8898401500153543,3.351527385613025,3.876208672649628,4.073195122478962,4.1145314799618715,4.052623105146546,4.127842416264868,3.929771816615198,3.8804407986133858,4.054106920960041
reference_78,3.926256028895128,3.6424803189707706,3.8915903914698204,3.7180335348964118,3.783453069985652,4.14577148989452,3.800116348283673,3.7490631257692812,3.938401208684486,3.8209690001382173,3.733340793287581,3.8211716755510223,3.857099814026553,3.8365814625945567,3.9138183665514847,4.095061997166253,4.096105281462809,3.819150183424377,3.9564723866048808,3.8192847789440867,3.7926237084174166,4.048203047782923,3.87267426386075,3.9750911557658193,4.130757139258575,3.703543068552003,3.4742387699975796,3.8154248308717484,3.767268492481517,3.696901170445761,3.9515370567817087,3.9520315596408246,3.77060331854187,3.783446952028465,3.6883585067204736,3.7098957996882738,3.95036262723374
reference_79,3.1486880169396665,3.4865253894208865,3.1261275729670133,3.270526144879325,3.5540087761719703,3.1022928328131436,3.4372790086822516,3.359256638702488,3.5602951773577765,3.6530123031451485,3.5968897440894385,3.309141626102705,3.7123370365279995,3.5546241733989716,3.1613090333125156,3.459798674547148,3.7619835902508894,3.765715668771744,3.6686014074393274,3.5256795526243065,3.578905268675876,3.776134696187406,3.6411005522466184,2.9224096719509127,3.6793304845553396,3.339310613106535,3.2628431099944417,3.6320933398590087,3.4232813247402247,3.1297666492643343,3.7405710088084225,3.4676057859440803,3.4266108195155827,3.6364085319843293,3.5154824759023833,3.546460096621706,3.737768714042807
reference_80,3.4575702578534013,3.180258680682505,3.5076098085781156,3.069193478249026,3.15769818303907,3.8363388830921172,3.3306889984056944,3.2070800670688637,3.5517312854500416,3.414592755207033,3.406653079051997,3.359122039063309,3.4505988962172176,3.4226327094904665,3.1090982414610244,3.607914598628425,3.6087897113102683,3.527702281417752,3.5524898829038145,3.4059024653767236,3.2831046281077576,3.6837157993991045,3.3945455448440556,3.522926734533882,3.7925193384901053,3.207852304366004,2.7442171524619954,3.3191233638176327,2.864764210037474,3.3202222788243194,3.604381037116003,3.5532318095750215,3.4141958975550897,3.3145405921156885,3.1676112991080214,3.2905991198589915,3.3535932560042907
reference_81,3.1874406348150064,3.525459972873015,3.247756057023987,3.5429005829900446,3.580930100596674,3.610705579876178,3.5756177286532065,3.2165015677335296,3.5704893384241805,3.617019409318415,3.606022725550069,3.346023770562127,3.693114282832292,3.6631536208576247,3.187438032095986,3.4532810864155765,3.7873842851801376,3.6908517029943146,3.800051346262453,3.5558892840514864,3.4998081635321325,3.8790894828724563,3.6881909001499755,3.341610236529008,3.795258051865756,3.3506931623545113,3.320881319172373,3.46296277418869,3.376705962068204,3.154176130241597,3.808180246331487,3.5280559005523617,3.480262341920702,3.676200363977911,3.498681541988014,3.5978608476974965,3.625827297009771
reference_82,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
reference_83,3.7178725138900397,3.5711007932038212,3.7114664133894344,3.717065881794154,3.624428682717991,3.96159348882885,3.6191761965854647,3.59642949025836,3.8366034418793853,3.7352847978448995,3.39456274575912,3.663259883028313,3.7912764151594875,3.735280125183868,3.639635531555122,3.907626368713618,3.995105171218614,3.835944634980011,2.2184652639881133,3.675099982743999,3.5441901285733635,2.824017804058975,3.7005123617378475,3.6296644079322813,3.9257902316743847,3.507715450674553,3.4036643943014075,3.712544923847759,3.5444377831375125,3.604114738305111,3.88244150205946,3.883824441436672,3.766408846018257,3.74805119911623,3.7144445448801564,3.650844501745972,3.9392572478620878
reference_84,3.8899201758131072,3.368100950975953,3.9026787307629647,3.8088148501610055,3.728422926612663,3.5525403116738317,3.8013205848159792,3.782654736332798,3.970269578981638,3.8155356204183564,3.925612636294272,3.8165431699745564,3.9327203294452566,3.833165185657883,3.798009016202853,4.11618472198248,3.168258931536251,2.7750063221517562,4.095645286813164,3.1754455038790494,3.8452441064016014,4.087747578232266,3.936267472549081,4.0380750993080134,4.112775946290207,3.704174512609854,3.4402022630112072,3.8417297511343476,3.829225799051451,3.2363400488804737,4.043623290273821,3.975561612433338,3.6144330878671735,3.92848683859663,3.808498025969612,3.7731677138054986,3.480775088447678
reference_85,3.660798719624123,3.443854044603782,3.6839656176411433,3.646660725114176,3.6783833382532,3.96161042120558,3.6454962652729987,3.563878658947229,3.7693108518676977,3.6723525025961608,3.545785992540405,3.5060131524675606,3.7331097697151643,3.670503997328639,3.6592289810428995,3.871988150033546,3.650661054829351,3.745059493661713,3.6138106326026915,3.633092062583766,3.602457871866361,3.81012963175859,3.6555729065049887,3.7041066371970772,3.5244633784190658,3.480643838419576,3.3459260653748575,3.7184996271342037,3.5397409287405015,3.482915452547572,3.8082170249503253,3.8453211002767085,3.67882777510717,3.7009794675540926,3.3695721001932695,3.582842454277215,3.4277557846191935
reference_86,4.95246817925422,5.049449507842177,4.870021962792366,4.917543106438426,4.886632625285149,4.4795155228886605,4.7873661691551215,4.969319879343224,5.159482130543263,4.878155144644238,5.097980792428484,5.08249145847683,5.09522937859719,5.010328447485924,4.9677710229619265,5.158193685307503,4.107467363511208,3.9262544374414445,5.141112380358695,4.376750462612501,5.114005012400087,5.058079619534303,5.11590596601963,5.024344262601852,5.01623991409378,4.895968626021445,4.634499163459672,4.97213727680254,5.0181536724854165,4.3839425005030765,5.122793834463536,5.036275682180166,4.749829371322717,5.114696859284019,4.991496420783383,5.013800084902237,4.566092411841183
reference_87,3.7115027666541898,3.3793838302499917,3.7640854795797054,3.633957124289875,3.5704837689578532,4.035487747767449,3.6238312828004364,3.605952549155235,3.6072355401634533,3.1262540879477254,3.6315983882967173,3.645324998420426,3.7131191447831906,3.573718861219525,3.5733519972791417,3.8722980691870217,3.9315326263553927,3.0384186631326195,3.7406601470523837,3.6470293585881848,3.488349195547099,3.8760098679956574,3.5380561344406605,3.7397358378821615,3.9540108629569053,3.4737726048173507,3.2394805364675063,3.557977686984837,3.563031540123693,3.557702456279169,3.8383666234338287,3.8220087956258055,3.724509846257211,3.630799399748325,3.5871622636943026,3.532060437838459,3.8182872470599563
reference_88,3.278856282359205,3.321900416826623,3.619537558999179,3.4874272460390046,2.9555257678965567,3.8537513346397874,3.500609793921853,3.379489347735596,3.559203696198081,3.4545135969155782,3.5231527793573796,3.4810628713304106,3.597982323620519,3.3454482897806166,3.140760142785869,3.530069224289704,3.5870789967347934,3.5183337946271895,3.666208555711269,3.500368383317365,3.4850380501407696,3.8092480760616936,3.3451666821876525,3.446736138145828,3.881312238541317,3.3460048215560567,3.0151544424734396,3.379985922747779,3.4070079992314746,3.414440345656871,3.7737673632646676,3.721300103140962,3.5551466322294316,3.531955940147591,3.4909255074294347,3.361199471121561,3.6786101378547618
reference_89,3.6292328277264305,3.4850695937415908,3.641274676642802,3.5732116786843138,3.645987862850189,3.942238630196094,3.585415784346152,3.552063548090553,3.777570921461083,3.7013056933170283,3.3864592646859006,3.575871236914063,3.701544377011708,3.6964914300200937,3.654082175512426,3.6326106719348794,3.8881949612584505,3.8707227294440267,3.2688461535477162,3.6007545703483648,3.406920043921327,3.317167818080449,3.4215226753538848,3.7508244441369056,3.784476212817943,3.4340824882488867,3.313527190532413,3.639221658388138,3.487800185843959,3.569266196820281,3.905828390568495,3.7262671326003076,3.677736509035297,3.728806211422348,3.580396659504476,3.5947799571945587,3.7722714222875653
reference_90,3.3711662127380104,3.4747861688265633,3.3980337773212055,3.503961037380225,3.567491690324648,3.691760421201989,3.5054619136101235,3.2262100013844974,3.3642591086081457,3.5674594354973537,3.501118634180863,3.209117274108571,3.655460046275764,3.6687676857658156,3.1938508450177414,3.6127814239052167,3.7182307568414803,3.7343731803762794,3.788653110722953,3.4776615604113115,3.649775811196604,3.7812382710665706,3.645509853640585,3.5181744181833947,3.8767688790772143,3.2129468678691264,2.98046018476871,3.5968830878943936,3.5832982151296955,3.212491468031645,3.5945268658091867,3.379077849155457,3.336965682263152,3.7052522042531693,3.4235021511330848,3.5533446589664672,3.5471144666527734
reference_91,4.95246817925422,5.049449507842177,4.870021962792366,4.917543106438426,4.886632625285149,4.4795155228886605,4.7873661691551215,4.969319879343224,5.159482130543263,4.878155144644238,5.097980792428484,5.08249145847683,5.09522937859719,5.010328447485924,4.9677710229619265,5.158193685307503,4.107467363511208,3.9262544374414445,5.141112380358695,4.376750462612501,5.114005012400087,5.058079619534303,5.11590596601963,5.024344262601852,5.01623991409378,4.895968626021445,4.634499163459672,4.97213727680254,5.0181536724854165,4.3839425005030765,5.122793834463536,5.036275682180166,4.749829371322717,5.114696859284019,4.991496420783383,5.013800084902237,4.566092411841183
reference_92,3.538665699203109,3.4314085279859223,3.5531458400663056,3.543811375615475,3.3585339748535152,3.8256288149860023,3.4894892126436234,3.494238369009018,3.6794758502234295,3.578575674158245,3.4590724855333006,3.566827197091244,3.610635979381717,3.418450474075222,3.533140017947871,3.8137755102539064,3.881287802482085,3.6763953130096434,3.585935640552521,3.5189242841701898,3.4756573167845786,3.8157616899682565,3.4878614997406965,3.4574821115627286,3.887711835644531,3.3762479226562103,3.1545413078136275,3.4766100989868165,3.5243503692324927,3.4201882521125233,3.7835680387942316,3.735712513910293,3.6055968745814995,3.6857295702919006,3.505647434779314,3.404399157722774,3.740723088923624
reference_93,3.5470313440350445,3.240157485348404,3.5256243198166763,3.50827222515826,3.378353985573661,3.8916617702186187,3.5083315424604438,3.4737600522624126,3.6124266856392513,3.5013889310879036,3.531266498778989,3.5217562693093507,3.6052621539046044,3.4162331716708323,3.4652732276982467,3.830709480463031,3.8044211169857403,3.5871814479959836,3.6956363848225875,3.431392378002175,3.347246471364733,3.7773204086498,3.466820114988754,3.6476914222996584,3.800325407976728,3.2698876493111024,3.15347211690253,3.1647450320701394,3.412208811661446,3.1872644114246325,3.7136935673803624,3.671178279731289,3.5427202122947423,3.478180445688247,3.4124025560501865,3.354497047437901,3.6475549171768096
reference_94,3.5523011098513324,3.4781186327045246,3.5496625516136904,3.2893924680945466,3.553179712719732,3.8104926780231954,3.346131720868562,3.5294779597474957,3.7216545493162534,3.5420633782089244,3.638068689167002,3.6036303443803837,3.3239360468099663,3.6651214010242024,3.6613048477274597,3.8339062120439746,3.671713343078239,3.685389687841571,3.679037308676706,3.5059524970647735,3.6943821133657946,3.710297970325135,3.6620365262947394,3.7980257529398918,3.727572163135052,3.419988277848333,3.1550144191052696,3.5411763584908917,3.5189540517375764,3.4520408017770094,3.7623187804128446,3.688341701901355,3.6033477471996997,3.783523789459915,3.5795439980973742,3.6070103151122606,3.6047890970180076
reference_95,4.095585408262598,3.8909185698928965,4.11273250555508,3.9424920265250964,3.91167100048824,4.350891656092041,3.9981485166515287,3.9639828981082212,4.1381869838360075,3.967037814250659,4.0086710904728715,4.067188571344207,4.115396650974565,4.106989472159562,4.000669133666677,4.270041938201758,4.233547235640511,4.095005869543793,4.108666460687473,3.9901688440927514,4.029298322853606,4.31485933035139,4.0750119626303585,4.165751306908545,4.150047444399292,3.8469208037922935,3.7463889295542434,4.00171695296763,3.9560528889262576,3.8873553820117657,4.238804649211369,4.231644572014659,4.110398075787379,4.0327450214800065,3.931900450946338,3.952175912282512,4.068827490775913
reference_96,3.7731664408136747,3.5163928944934604,3.789948327618278,3.6082677277277644,3.660751290120011,3.9876693996022294,3.703770798679191,3.6488955874539206,3.8419085684545617,3.720304641083658,3.752364723815293,3.6618612107526647,3.735132904406546,3.761336179732393,3.7192684681410006,3.7108448603119037,3.9932833304391417,3.769208990061125,3.872906571346828,3.689578920700824,3.3170905866940488,3.971374204751709,3.4188991921905836,3.878021746235232,3.925849081859332,3.5480529760859794,3.4195873089680777,3.614608741171567,3.5382080029514222,3.5766264174319873,3.8320051827176136,3.779051361054808,3.7183226432371113,3.8132143976220303,3.718636212798903,3.601177437362662,3.8788369784925743
reference_97,3.488266998546872,3.3908434361660094,3.5376817501176645,3.2732142842821093,3.4072598491948,3.7648173974801344,3.3703858075961963,3.2642996063253404,3.6192062476092555,3.5536535569731083,3.1946746505893024,3.5445031222886296,3.4587100269716182,3.5684144014347714,3.4093591309501954,3.5735747113843863,3.675494296472365,3.691355842188965,3.5512488631675265,3.3902531133310947,3.3516847369647222,3.5412966136653674,3.372256708819781,3.674058161873733,3.8179128447681814,3.169891106697793,3.055956494270534,3.4556015157072726,3.4341171972326574,3.327341031155459,3.645875792349687,3.4927089230361346,3.4631231911386613,3.529339453313826,3.348595712280581,3.4477900281188862,3.5300818468894204
reference_98,3.34122584780455,2.9751065281831,3.351516701092172,3.192958658605538,3.238016238973348,3.7320694044820146,3.276300307018614,3.2059520141968325,3.4901091565353473,3.3064441173588284,3.2765913166426635,3.1874238749777817,3.341603556801177,3.260496572184807,3.2978122634217497,3.6749410282066552,3.6726303566984955,3.407982142063644,3.4065144954821713,3.3175755793056627,3.1653657857812045,3.585694313470521,3.2149411012850897,3.3890797275449738,3.716670347277476,2.8373213716564343,2.840085948669805,3.252464939514052,3.149898092700521,3.17279868257032,3.5251813431937027,3.4763377487457676,3.3684520401116766,3.3207729740192153,3.2454711078593985,3.0812659966588414,3.279652375226213
reference_99,3.801218169421591,3.6473980789263636,3.851262502242082,3.6650071808385825,3.7243691614990233,3.950050287435461,3.6993119545745845,3.643155400861931,3.808711618023385,3.8016919668913642,3.333575616462301,3.6682378060952554,3.7684791963931854,3.8930591272262576,3.76332044296654,3.984702064843749,3.952939049528513,3.9406641209360127,3.32928721951294,3.723768816030976,3.7199304787489242,3.56654695455945,3.7713646439514164,3.8847901837812424,4.011961987047672,3.578686600992767,3.49819715978593,3.6718315771557095,3.6812206867320616,3.6773869163618986,3.665966301694811,3.8649130029645566,3.8293441324079973,3.896789800748826,3.768935812877142,3.7466982491983765,3.880592563174923
reference_100,3.2192653234581723,3.4617414063952685,3.3231754832617058,3.5143411409845227,3.2329204076761866,3.958893135583252,3.587077510052323,3.6200549224788916,3.5529073595694003,3.3230802378102893,3.674605372106038,3.706097830562474,3.0859885340109288,3.7394796327125053,3.23073037462918,3.3625895666935897,3.4727989919526996,3.802489407290823,3.8766156706669035,3.3789000183514974,3.5358323895577426,3.5217114273041887,3.587441043822529,3.8002021178502847,3.5547267701630405,3.482307346326663,3.1829741505944287,3.2959682634607934,3.644218870997309,3.5688598975853743,3.842011200054488,3.4276328545863635,3.7194624903327163,3.588472188980251,3.278082644173293,3.611068617737126,3.393848707121333
reference_101,4.1707091662980265,4.003268821835439,4.20940941042001,4.106494085404361,4.136299035904736,4.379679758757619,4.1419117775866185,4.09625433367172,4.225348343930444,4.157232422868067,4.1603023321928765,4.102035013090295,4.197931188410006,4.132415598696752,4.132021961010136,3.7853213498832954,4.393015262756334,4.238653335712521,4.111165288583297,4.150647528139344,3.3360755565561813,4.2946684563791075,3.498875738044121,4.155540351364877,4.309551639983307,4.018252077704717,3.8658880130016895,4.134965161558627,3.9619987826032754,4.027369084724543,4.2215986438053905,4.2503883118473444,4.177905510901267,4.090749782179405,4.123744196173929,4.107774961247356,4.290271152379806
reference_102,3.5321851698098725,3.3036386678697838,3.580488431696781,3.4782538556389033,3.459312040222264,3.823905701153613,3.4891232510580057,3.4347735888254647,3.4407380526463958,3.151473844860194,3.4551769470152465,3.36522823579886,3.5646400442663575,3.5256031458737858,3.4015618450803156,3.5183711792777537,3.755313953306083,3.265490927421714,3.6275815116404537,3.5133024701296267,3.325564336906076,3.7632381096789462,3.358586894892812,3.534367902439595,3.8247835433293824,3.3664031257121136,3.128526095858306,3.398796943713463,3.360924283528702,3.3842244071391674,3.7220909648716454,3.6507535365229193,3.357235242056154,3.5134937349273687,3.4199792001939318,3.3945648728715057,3.6469099788438903
reference_103,3.610049472465337,3.2342011057030655,3.6459465910392854,3.543678269887373,3.4687512264309883,3.946326435428953,3.5937026076928147,3.5028593911530495,3.6886551099067484,3.605587363135545,3.5898625318576567,3.5891552411129624,3.6575064585748245,3.573214332136464,3.5636889110716186,3.572878807889176,3.82394888492976,3.7081164274833673,3.677423202085495,3.589982899232144,3.1478068260784426,3.8669797440273763,3.193365489227295,3.6525008644213677,3.816068928242874,3.2100541921126076,3.22488904754366,3.597473557241487,3.4795395954083816,3.4779556378151266,3.7205180440843106,3.7247782552626907,3.60372709920681,3.6531008192213057,3.5231483216638715,3.462976306854601,3.67662100518808
reference_104,3.9069536061333783,3.6580356135990733,3.9278503358342185,3.7986112835300943,3.865634158516717,4.158014736090612,3.8853162703722006,3.7712271385441785,3.9711207715380072,3.871808385627758,3.8488736949558775,3.890046223059645,3.9252502262662707,3.90128037418251,3.858553615441306,3.847854612138606,4.154322549874209,3.9312889064094545,3.9075797625982287,3.868285880341643,3.4167702823560346,4.116019618364429,3.555144535874987,3.9308354128919603,4.040942672319031,3.7574711216379533,3.5691746815635987,3.779805881513107,3.7638218589931443,3.811921129781857,4.02111308786273,3.998934728794241,3.904624817377781,3.898993987187004,3.837071087753286,3.785222186851552,4.001246924816674
reference_105,3.5636414807939456,3.443151864196437,3.604032031826239,3.536451300129335,3.596842059600026,3.8823201168987356,3.549204162644688,3.312561763510219,3.676684143360243,3.521886709204927,3.504699609576772,3.6794385938464,3.7328495670980244,3.788778100359556,3.5725500007949496,3.768125197055547,3.773032674448498,3.620305596951843,3.592580939762264,3.5554733308418225,3.641873409243664,3.6712072286164243,3.5978202355953552,3.7702331831776053,3.83029646338494,3.212042133262205,3.2783396009049968,3.3369018081167248,3.6035700504806703,3.4834589944359764,3.806882839774681,3.7819499782215176,3.595027295492515,3.7727013811611467,3.587558267281651,3.6488205742250344,3.607492069774738
reference_106,3.9353354600025128,3.707066537020807,3.958636023470363,3.8772641762133935,3.9238820447137366,4.234483703899665,3.916404721102237,3.829458390324671,4.011465875003366,3.9153567796360016,3.863599089546104,3.9050226070539837,3.955256287551911,3.86454430447383,3.8939904027362626,3.7769763601639186,4.172921745255458,4.007017895201148,3.941936355535969,3.917826932766871,3.559925696865876,4.115775733363587,3.5680889733393935,3.9682497395232317,4.078552270904972,3.7633995957782,3.580904539725766,3.8681031065385114,3.7344221425341995,3.859803023600341,4.034470559473648,4.002546197278464,3.9107670586991934,3.977747641771146,3.8525977883060385,3.315360010551533,4.003614570065575
reference_107,3.5125424163920504,3.350018655936161,3.5590744748904597,3.3741802977107964,3.2827918563473526,3.9396622530852072,3.4160927983793714,3.4196049342463075,3.6348486558187214,3.380805937589684,3.479460394499926,3.5741464534058767,3.5601758125881293,3.5454980616960423,3.459837752036772,3.671025848129581,3.6732251912003786,3.5547349943290527,3.6537727819592676,3.4650120986314326,3.503105828459784,3.7140760720926975,3.5124812464647484,3.6844267179594152,3.7755890946862602,3.253713920118149,3.0746101443917624,3.447119422968512,3.4767247753397683,3.3524706116606007,3.655929519532688,3.6929947297770602,3.5505696589767717,3.4245555520330435,3.4371588904021584,3.4631384460637453,3.54668125386413
reference_108,3.619672535119097,3.3494239914535826,3.6125382472695744,3.4571447843789005,3.4629911376953126,3.870938626223564,3.4503707018802166,3.457206513709664,3.7170203701817703,3.5340684022200466,3.518365460821243,3.5739912916966254,3.5086367095410047,3.4792651068639753,3.5267313562708953,3.9104152311806684,3.8313833318755606,3.5849609606654163,3.6901860971076488,3.5051812707234893,3.492505093023927,3.8027885792779212,3.499193373469114,3.6776709848144056,3.906367905039215,3.3551130624050716,2.8947318571363416,3.4071260150032043,3.5028653424111904,3.4183115477082753,3.671871309263706,3.6213446807721255,3.6269604427333046,3.621964642612338,3.4919844916272194,2.9736528516476257,3.656914080124387
