ref,citation_0,citation_1,citation_2,citation_3,citation_4,citation_5,citation_6,citation_7,citation_8,citation_9,citation_10,citation_11,citation_12,citation_13,citation_14,citation_15,citation_16,citation_17,citation_18,citation_19,citation_20
reference_80,4.206628740636434,3.223200759395983,3.594497286482616,3.888387021194553,3.1621799763087384,3.503097122390654,3.4320334028846746,3.6505750263204115,3.42269156316907,3.535543770483461,3.481079452830911,3.672439323539615,3.756458221642349,3.2601683122945366,3.1565074745701707,3.629478002543236,3.419714490015956,3.493369405901089,3.340267174455405,3.088359727745125,3.6006642022225854
reference_81,4.33316243073304,3.171265112024301,3.785853618535573,3.44360867942682,2.940901741398998,3.6902953341557314,3.5846435330953748,3.743226952762684,3.632815320513364,3.709539763118668,3.598544427301971,3.697191294960388,3.835550234863622,3.464588790849703,3.2567966499991376,3.7741428295303994,3.6413725924322824,3.732161936771117,3.53883838075058,3.467855213743184,3.708541816300496
reference_82,4.359005182704391,3.9070715176977564,3.9849751510206577,4.150050543698788,3.2197076882425804,3.838497624222946,3.7524522422779087,3.9095013608248563,3.745649738178308,3.931131208989014,3.767920564328134,3.658463480059147,3.8175766821610426,3.638767078744322,3.6078045924025837,3.8240964622171743,4.272336368831642,3.8378407818054714,3.3675989704772955,3.8506142745621608,3.986162408622742
reference_83,4.281519971381759,3.0650921641813307,3.481115696699617,3.9203963849170687,3.2821426426470413,3.5713719442027823,3.0953195058159833,2.704895728820411,3.4683051469237425,3.4325932684523277,3.559659423265529,3.574688876018715,3.2702087114550453,3.1368827512228727,3.260004095805464,3.612142361758732,4.094059180681677,3.4580933486301983,3.1357887898135193,2.8112209649402495,3.4588801043632036
reference_84,4.368514419950846,3.4969433790310394,3.4237123795257043,4.245151371527651,3.222967532811562,3.7253774436137355,3.281722335536488,3.480275839033664,3.6260183167917917,3.526628262536454,3.76328155109637,3.7941274937755423,3.6615076400808513,2.85319369408377,3.5771964816733166,3.875176202687315,4.1935095314964155,3.5093830770522243,3.276391687693902,3.7778076837391925,3.835168534846507
reference_85,4.193221468415426,3.8257148930874276,3.7157995123191943,4.194824575583696,3.686742520754405,3.5675841819365313,3.5532973416543965,3.772540506916289,3.3953512352360695,3.3432228047682604,3.531479970906615,3.6047897698235514,3.7563442020051188,3.467394085697174,3.6571719532508604,3.713416437343634,4.098462493881439,3.5494918269836004,3.4924202785537726,3.6356424201519886,3.7395553739326
reference_86,3.6699971915160794,3.592705783046409,3.5225696589542235,3.983342352662802,3.4228396086270045,3.3659494626136115,3.3154996428262717,3.5916275232186887,3.153679026898532,3.141803945393108,3.2827750451222064,3.3774296250781415,3.5804043378517814,3.2300332583022118,3.3167922122187363,3.4736920283066937,3.725033908690173,3.3241247109156506,3.2013582536761764,3.4211194632846174,3.4731994511230586
reference_87,3.629374308354823,3.6061648848003953,3.5363800728253043,3.9998257847539374,3.42808637700778,3.374051334846804,3.335326515029847,3.5920452932273594,3.181888918725365,3.159702997654363,3.2858659617542525,3.3774191683493884,3.5873196834137544,3.2543811604485997,3.3246101383001183,3.48375556346682,3.732345165398343,3.3334136989709364,3.206673700835393,3.4336702344219208,3.4778979173150897
reference_88,3.85739238643802,3.776756221856033,3.710068299749678,4.141846535856724,3.6214570668350694,3.5166501315592384,3.5763998937565336,3.769780339120362,3.4157201485502657,3.3371861801994513,3.503887599265814,3.601678867768645,3.738649543224533,3.403805809630394,3.5002363472665663,3.699674179919665,3.8895509965857937,3.521976573341493,3.421640409932399,3.629820838600485,3.6334858962543306
reference_89,4.1683909676998345,3.9152651775931147,3.9005359372493023,4.334028771379471,3.780113549784131,3.8735014666110166,3.7734990839827542,3.9984012227756844,3.738089974783873,3.725122945134913,3.812835746102393,3.9065118707727193,3.9736446014036475,3.7340817688991432,3.7771048525172373,3.959249029126413,3.9813971368888073,3.7365226048891254,3.6632450557941203,3.953559934595197,3.8473395259425045
reference_90,4.141501125888223,3.5542724367947973,3.619008341412594,4.063037137742331,3.4447091999419306,3.455783467781625,3.3457515347668147,3.63180746620995,3.341178082872437,3.5200937327570556,3.376719670553989,3.2251011298863292,3.534165502610152,3.288692945325918,3.487422344301415,3.4067076471487843,3.563080621245199,3.3293875138749165,3.2471093931748016,3.535117996636752,3.564173847502995
reference_91,4.29036650522126,3.505579890811761,3.639653268130185,4.11635378421631,3.628828782185711,3.0561136596198537,3.3893114488204956,3.754122306781173,3.42970532280331,3.5686279104921144,3.5390078596627714,3.577339706379891,3.7536536729244236,3.1661850771228437,3.6203260116873164,3.6843829513514876,4.075147787832632,3.4849307668981515,3.1605016694067474,3.6476159988048362,3.676321427241094
reference_92,4.1060356713575406,3.6250368289786175,3.5502271892732318,3.915373358036709,3.412314412240643,3.370047744511235,3.303947272639465,3.620240292544172,3.208236395158192,3.4370301700504666,3.420149861392021,3.523996904975402,3.6326861683613356,3.217087326372767,3.4972133606585594,3.533465145496698,3.944446062262188,3.389878695530005,3.2421918769929894,3.556070039788629,3.532598407538724
reference_93,4.313769360436176,3.5411124588998426,3.610261732279221,4.286646519390106,3.4022905791656894,3.437972471352122,3.444101000369442,3.622790122754336,3.6571835533917656,3.5865350836741445,3.646933754413783,3.755960781683922,3.8153153651756533,3.429747142819881,3.5412766136445786,3.80578841270428,4.162528114372469,3.660008037216779,3.3080744360976406,3.8301163712297557,3.8391218681758046
reference_94,4.454926116159342,4.164565663565704,4.157268138223793,4.409440711853266,4.120080006900676,4.118248486676825,4.083739135486175,4.146844926271503,4.118106977526675,4.137774780154537,4.08152310155499,4.151759213900328,4.237155739426805,4.028789208665371,4.039072950168064,4.232658372191113,4.366752492391721,4.126547467403239,4.022536132011725,4.230057027382527,4.189714621997833
reference_95,4.1243481741895955,3.1932420269161206,3.3309382611102007,4.107272633441162,3.2633983299624885,3.189030147758137,3.0786251286651156,3.3295007917637647,3.3264780238467586,3.218612494704522,3.4550611501845356,3.5198858246126177,3.685605475899662,3.1125475840228574,3.2978961838565857,3.6229783954398127,3.9992186117305164,3.2689760260566874,2.9989546624967365,3.464086166252111,3.561771425345457
reference_96,4.262738543034428,3.553812894155639,3.6337595908606777,4.069587582204593,3.61997209056905,3.475004119772692,3.3411576640448213,3.7117834670153425,3.2221217674720246,3.5356095360503272,3.4579251658449586,3.5615890755432624,3.7425745744550123,3.3314250324450287,3.6599614360635515,3.5962588173753454,4.077676661793515,3.379941625709342,3.420611869960423,3.3357057888043973,3.7566907356789736
reference_97,4.134843435819481,3.34434029812919,3.374049216677555,4.110736185659207,3.003813569386037,3.493892682659352,3.059000855283396,3.068245272193421,3.3009047550926742,3.3623119016512795,3.3575564854722613,3.221397222546264,3.5213909250739075,3.1472778633137044,3.263136132423854,3.5434397184998625,4.022015400444475,3.250134726029989,2.7387470933598563,3.3129534899968927,3.666521293900056
reference_98,4.247866181139329,3.6135847835382715,3.70570836709073,4.048864115888179,3.525948892515258,2.892795721898948,3.360398322441369,3.6738330389552285,3.2404193472432508,3.580797078397008,3.4906571599253735,3.5701686393019205,3.721514475163588,3.2351874136481085,3.610873747148619,3.585990939308825,4.013793839854559,3.3544211144024856,3.4141572855390994,3.530461988482085,3.607894266960545
reference_99,4.307225054491454,3.5620866292661204,3.6791614143262157,4.093205787966904,3.619923531762022,3.1884467942786476,3.432775773731248,3.7276699427297815,3.378547462424948,3.6521069324145388,3.500964323702066,3.669591459159804,3.78111265104565,3.3527978724223186,3.6388698005583686,3.595046812294509,4.100012757191552,3.4987215145232087,3.419731793639263,3.574994694420726,3.700336217866037
reference_100,4.201336257776035,3.575466502135928,3.6900021320462075,3.9873772049489022,2.9205779519830593,3.463833072804215,3.451583456805396,3.610757934125019,3.478581980234973,3.5981965027389964,3.5095011864978076,3.4857512068634033,3.5185694384704576,3.2293950744459035,3.390209556036053,3.3333084986375496,4.026794248621529,3.4686737001335883,3.042986478085328,3.583655629707496,3.6400610313491826
reference_101,3.946409143903682,3.4705013713181234,3.522035260204212,3.95813664860203,3.3914779891905558,3.137255201431944,3.4047287238976764,3.4800547397373474,3.2435180808085713,3.135304425344057,3.485736166261587,3.4845628254302206,3.6278643874205385,3.180073364877202,3.4418388837463096,3.503574436250053,3.8530071466293294,3.3042397537483463,3.3504706684652237,3.3992766052492676,3.5275221579405254
reference_102,3.749744855931383,3.5794966461752145,3.5125780543618585,3.8397738514614104,3.4506828318559033,3.3520292359710493,3.318869413633347,3.5502951855081837,3.2217799619863925,3.3197092806688646,3.3216756075873377,3.399626147866845,3.5890021958935083,3.2513052824614945,3.396520499570948,3.4762022680014666,3.836446858076251,3.3548539495798364,3.2823048194695477,3.478134458283458,3.425213512351334
reference_103,4.528913213298185,3.8206519268737242,3.9524542379907714,4.255272599450684,3.913148505737887,3.251569436620749,3.6778944359153276,3.935186671053778,3.6372201405263707,3.8960070319848703,3.7301452447679995,3.8303977546262744,4.019052135994893,3.5884632154670597,3.8783306192643217,3.855272378334325,4.328286559137898,3.769094976312163,3.6726956926074035,3.8604514991052534,3.9279195756363094
reference_104,4.166117388793555,3.7002447516519563,3.1695322823011587,4.147552565162913,3.303694587674941,3.5161822711291064,3.4032176761828246,3.506694818028889,2.7359591407519974,3.4307186636956764,3.5116980745284034,3.4516767663178287,3.5714442408888796,3.30537986823241,3.386469655549663,3.616536836343876,4.069908158591954,3.490883209684845,3.001306344569408,3.6091733453567136,3.7193973436973042
reference_105,4.092456837923278,3.5349095786593865,3.131847423630497,3.9427802967756307,3.4069743331256586,3.27431765607735,3.01425143443608,3.6716190574507865,3.190342024651473,3.4419136616221717,3.302143049858584,3.4091618216508395,3.619584067868548,2.467596758449234,3.3850153310163065,3.5344101634142344,3.8491596101538152,3.2950940901742958,3.1854613039867408,2.968134665123685,3.4964357698082345
reference_106,4.1010857485707355,3.5975957709423207,3.5456161944417253,4.017848411736488,3.538057309728242,3.301016894025907,3.353577884237099,3.6521426122010388,3.2726777671899843,3.4210436503367347,3.3932905365285873,3.4506607236511706,3.613585500460224,3.2331755706875325,3.397754841902359,3.5588439736234845,3.9367632610663548,3.282609695199892,3.2598973544433716,3.5005096060672507,3.5093088313357534
reference_107,4.332776049196133,3.5525092128329105,3.8801170067741446,4.20375337984972,3.722725287741494,3.748258740177708,3.523867407619954,3.1940861514372876,3.558022364388639,3.8498149991020556,3.6013877341783047,3.296795639266777,3.3983261290763096,3.5521997675239323,3.577877513664988,3.743275577751409,4.25113901202682,3.6736198664344166,3.546828048160887,3.064978272540677,3.6810703356027243
reference_108,4.20603187472053,3.648736985307786,3.6550653303228016,3.908805467102647,3.508935101441368,3.466028386001733,3.315461730313612,3.7475747015453846,3.391055786227737,3.567420990810774,3.4456431794366242,3.5340557095311285,3.6806419425709573,3.213156329749167,3.6129567607060404,3.5457072678422255,4.0428177806663035,3.4165967516134708,3.2058644813095096,3.4534855117226617,3.628176282316178
reference_109,4.3641810766147575,3.7393267288911463,3.728664145060422,4.050416969806195,3.584794795709305,3.3678490809329285,3.467869267163992,3.745632350078543,3.3149137857864837,3.7478950836164615,3.643397583656311,3.61951969290334,3.8803549670675066,3.4011654605390724,3.7796582460573642,3.7936403654332147,4.249548936674466,3.55197636059567,3.4907964131907465,3.6550212528698576,3.8720609215649664
reference_110,4.205925652655462,3.707001885102465,3.666173409335798,4.037282720352173,3.578308887770855,3.4474872569462653,3.3702974183753973,3.642475750639404,3.324190940814217,3.5472960934084496,3.3969434913244725,3.53997846927011,3.696585920308496,3.1404905066549067,3.6218226832138103,3.549376526163454,4.1188549861981105,3.3800593249467124,3.3849976342918877,3.563720278572209,3.658827342848933
reference_111,4.210454933278651,3.376130603991162,3.5086744145398527,3.96343731161334,3.417904144924493,2.7853749416847107,3.193418300742676,3.5129003648300596,3.2108455254122887,3.3809281109207396,3.332693315289033,3.4304683275948045,3.537327383323974,2.8375113514885952,3.4561141172109764,3.2393803070986995,4.059056953605239,3.28383546081651,3.140677189897014,3.3973174441741296,3.4461828389247664
reference_112,4.41115531377608,3.8009952177826807,3.896942212288739,4.286548164873037,3.826422605838095,3.076049996524982,3.6823024882671613,3.959371160641647,3.6744613547812515,3.8072534090503933,3.7493290507100157,3.769054727293777,3.943074935549726,3.541640613449251,3.8108363001834755,3.7947047469485002,4.311884089217206,3.684597198516794,3.5974258773439205,3.8637418431672885,3.837475718119926
reference_113,4.4585159653242314,3.8212804997791516,3.8517286538195297,4.14199903813126,3.900597084268385,3.8606623981153882,3.701577102041768,3.357528359540229,3.761340855433439,3.9442489100454607,3.9131010547147693,3.8351394816868978,3.5827486692466035,3.124652094356069,3.7382328303491454,3.9620312400637765,4.3282879625595525,3.7671112937390463,3.7759117332860823,2.679588026015346,3.6933919926580483
reference_114,4.507622900822366,3.9191408864496826,4.053722789701253,4.440537644659424,3.950355727744255,3.3151663883022624,3.831146263830996,4.056569689007404,3.790044902071581,3.981401746562055,3.895908483985424,3.935968470176697,4.04480071135465,3.720815103400898,3.950463486210122,3.925593438402066,4.440364833644764,3.8460014121978205,3.7599583528328426,4.017773929058995,4.0379147745426005
reference_115,4.143800972530117,3.558910846598489,3.4386219890646017,4.089529107733524,3.578095491739564,3.5426547334100427,3.395666636684856,3.525814612693548,3.6323506930076745,3.670695994694087,3.587085542784238,3.7201994520619035,3.479653925681713,3.238316470467734,3.3197098923393624,3.766048569884906,3.9901590252033357,3.516987165800683,3.5176395526929753,3.075157504896975,3.3922877502436712
reference_116,4.06749051953185,3.6349036605456306,3.595861932768066,4.143577854530648,3.5476265617650093,3.459656548231209,3.4444960002756626,3.7250461816520577,3.3614111038540466,3.2193149983571208,3.42561249683934,3.5191349246867416,3.645157951739825,3.352933856070759,2.9217072243387667,3.5951926864563046,3.946869402454693,3.391400190714133,3.3520113593487646,3.55106640760857,3.3330598697556613
reference_117,4.37527083365836,3.659715762022501,3.8078089008012364,4.265648742771946,3.6877337148910208,3.233624706027711,3.576517766816539,3.830142717412227,3.5251640258420163,3.7188216890334735,3.709401170853428,3.773399776409012,3.8745172505352956,3.389060118908034,3.725675320339363,3.716297212105826,4.263662226074653,3.634731166196456,3.5364120891402124,3.828279637096973,3.816842526055387
reference_118,4.373116981171992,3.8125350677982155,3.951872480533404,2.93373140108861,3.4954689914790307,3.8291111188958165,3.800476804419735,3.367855047778321,3.7295887659633915,3.8902002981625885,3.8234423017548527,3.838001097627025,3.539002770934027,3.728080355187833,2.8756579846863426,3.9479060340617607,4.314798855630556,3.8625294326036816,3.744796681711225,2.7845755693336365,3.4535222156915735
reference_119,4.190787099159449,3.6226087816010875,3.575710666674468,3.9989427671985625,3.5066666800880837,3.235664985706087,3.393280281277037,3.6367411028865577,3.2106519081066205,3.5923414789452006,3.533987770649314,3.53784724087435,3.750642034666439,3.1836819592435357,3.644900085383406,3.641266658212849,4.085795960195255,3.3779228780827486,3.3664302728249074,3.5793079754785735,3.7245772618177235
reference_120,4.707369704194469,4.390952015367644,4.472485026307805,4.534834371029377,4.093334797349795,4.466307557396608,4.346751581455614,4.455287878556429,4.388174309196216,4.324889663757717,4.451323823030234,4.478649812611997,4.502611357413561,4.279682678776026,4.30267892657226,4.477549284564774,4.520371914236229,4.300598628823165,4.340181555573559,4.421943241161183,4.389647813877821
reference_121,3.8427971651251984,3.097970397106568,3.065613239818484,4.19859073334527,2.7929258104549652,3.6472337790962235,3.1883223708607424,3.566372703457832,3.5992324729047716,2.999317501958909,3.7053248709016597,3.689793246950215,3.2942281985442032,3.093259011575052,3.3476690028249836,3.7704815983130615,3.6426299175520986,3.161204326785433,2.0921752930652535,3.7492246270950593,3.319016014701179
reference_122,4.30559027249072,3.4597437949865757,3.614013104310879,4.037629690212347,3.510273215685217,3.329345652269254,3.341291947016807,3.0020980218119893,3.2747064683816283,3.6619114963880084,3.5481330732430836,3.539543109187799,3.3192582979512384,3.1630931968895992,3.435404744679789,3.6727030541055723,4.124281128867844,3.5638863797534324,3.110417278913063,2.8306785943550876,3.376882649317584
reference_123,4.379739498789778,3.4379544907146866,3.8387849648824464,4.255575181784178,3.519717388532758,3.1397046037105323,3.6494647913359843,3.8343291089484355,3.604233537422042,3.7911954533873304,3.579538813205012,3.4324237938629607,3.710012095153709,3.29684353846716,3.623259575663189,3.718795575886078,4.261631812053666,3.631454327364614,3.351089473430041,3.7828143847248032,3.899216576404852
reference_124,3.7889199085732086,3.2640171983422213,3.194083048117271,4.128647144481994,3.2882262710438788,3.539474432968192,3.4093006251319595,3.728809144184014,3.3622945957815604,3.1567869582477734,3.4694998689041827,3.2943269957648003,3.1824659594656373,3.127458438497471,3.3869511966943167,3.654591907832424,3.5619442646387407,3.030695825480384,2.150635982975884,3.6945890310669514,3.19009876207264
reference_125,4.197524044894674,3.3377419536071034,3.3839000487429223,3.925387208101273,3.1658275126074096,3.5908594515767867,3.040881539913178,2.9958870673124407,3.3306585417456867,3.3882522586987154,3.3422596841495635,3.1117081073918342,3.66426162398028,3.107412471590191,3.3646061531122022,3.5774855477560807,4.029171284544197,3.4523722470811307,2.9102458274432186,3.482271901663307,3.732505740161657
reference_126,4.2929482074288865,3.743264352246096,3.777278617086017,4.021725642543983,3.0213022628473882,3.610581291142191,3.555293967027188,3.798146715954381,3.5531715955184517,3.7071611950528984,3.6323564786452054,3.534894880359173,3.661297208751881,3.4242896077267346,3.505265185965324,3.6292249330958364,4.101690674950015,3.6105745462516015,3.16157511626587,3.5838407308115023,3.809189519030762
reference_127,4.4661907814995505,3.3239903446337284,3.5359870585745194,4.228348728908927,3.802609469180659,3.1482030490438713,3.6163322745712314,3.5888658516142775,3.613001802333593,3.859466411747769,3.753504713434186,3.706075280555778,3.584609516304632,3.1407759074083184,3.6412223660974044,3.835330639925393,4.284012434728833,3.439974409065208,3.687752132650493,3.4233367831500523,3.691258552525731
reference_128,3.9671840033734127,3.323977558528966,3.07925939455742,3.934634894219377,3.31597805814884,3.260330972344403,3.2172027187609755,3.573544718108216,3.095991639753981,3.3045789717157006,3.1897292559420096,3.2784416383040105,3.535668582386139,2.7978017532811865,3.267616641727442,3.4531323963533587,3.7702527026539014,3.097380273990128,3.195602478327103,3.3024759781772017,3.3800829675286277
reference_129,4.388549354912982,3.6580138502821815,3.8201852814702995,4.177641943436604,3.6266266185454903,3.1961499643261626,3.5392364519887773,3.798112324119012,3.500832849213463,3.7134957526557146,3.5782155334304786,3.6746769928450886,3.7783601542198126,3.3968779048547026,3.72919862097032,3.7125329389199067,4.269207729165561,3.566399688232581,3.5208903540644965,3.6826558142125814,3.802376309219638
reference_130,3.9071589211300854,3.5192119173927976,3.543489134055143,3.8793383784514273,3.3632129675089066,3.2644948984140525,3.305855032939717,3.581936774480196,3.145426408826438,3.292364170721619,3.2860911551188323,3.2825814877663952,3.5289772004443343,3.1819058897465045,3.3557366069790344,3.456941120255318,3.8029794431809107,3.193639263073991,3.1916069939786063,3.4080005426862234,3.3845943523428423
reference_131,4.091041558951023,3.4279165635585866,3.5104434600064676,4.019171747685525,3.4663124580446945,3.391511789936193,3.295270752699127,3.270392652761365,3.1476692322626842,3.4212496534151065,3.353792354694593,3.3303822748863667,3.2659804225194415,3.1866561989748394,3.2888805151863316,3.47769670649009,3.9277201863014515,3.0297449894318755,3.229267290918382,3.0935424477873616,3.3059240609246934
reference_132,4.245532670096711,3.5095682272194058,3.343434811570227,4.155960225218117,3.4173784024137186,3.598366553983597,3.447520871266699,3.7428662113577933,3.473368858698889,3.5403966506088165,3.4779329356473685,3.4166503019058707,3.6757408234871374,3.0867889366653563,3.5676729798203946,3.554339903722343,4.14036465025839,3.4430649459670635,3.3852324873994952,3.672856932428258,3.7076684415500165
reference_133,4.296610282824586,3.7792704029995505,3.8351535436651862,4.259045316846448,3.4437403146437267,3.7186229101553265,3.6615781998673667,3.882634947208139,3.568540848061552,3.5124219710097897,3.7305033826097715,3.6533301836726952,3.9078826756137683,3.5209765088959277,3.7445487860566025,3.7858176508863695,4.053339699632457,3.3369662372932622,3.5963608376963156,3.7023929404963334,3.7952383449240856
reference_134,4.299646136237526,3.6842753214473545,3.56000786431799,4.175054299302513,3.6258332299440363,3.540728036565835,3.479215487506704,3.78861821456009,3.447363709267377,3.4991103568285125,3.567416764031614,3.6039406039861523,3.7492817691737064,2.9139005532337925,3.6367714910515807,3.7328081558859356,4.063470693334535,3.2853088325601965,3.4698574025975106,3.4982807105242837,3.699114977503964
reference_135,4.036948889949886,3.417754284262154,3.516756640323283,3.724527784942988,3.335909628254945,3.2967500984429012,3.241844066758596,3.4377011765003,3.269255790359281,3.2065954147246667,3.300218412240681,3.395374524425486,3.14555389224518,3.111580355252254,3.3449477834189025,3.3904180662954615,3.7808606008591656,3.2138444999806297,3.2186829592918937,3.158905508030775,3.3348042226453734
reference_136,4.722569316814638,4.0450538943600955,4.218302862707694,4.2759524285936354,4.010479326148259,3.999750689804104,3.8930567555253988,3.5476146932422252,3.9890510669380954,4.141239115125047,3.970936574790597,4.009807256813049,3.7351311378820777,3.8504480650100708,3.917941793814086,4.148586504828787,4.591698180693937,3.9951382800007647,3.9338337492695334,2.923556707438995,3.983213416176796
reference_137,4.33670953830227,3.697126658560882,3.4998835238202783,4.1104543460540315,3.759206639023618,3.6675180203129263,3.596564140779212,3.4136830299693774,3.6216623232357446,3.5834351011099246,3.7178929184818355,3.7259280135054746,3.489445136797859,3.047539889864982,3.030784290046409,3.829969306108656,4.159777851811056,3.5874757183163815,3.648569179467104,3.0748586925096837,3.3027369425493114
reference_138,4.440075877346014,3.6288442212394543,3.8250793644436754,3.2921587135353088,3.4225641273051597,3.6402801913778657,3.4451211136485105,3.20002299672328,3.5966746695094884,3.8041461998287325,3.7220084026809457,3.680158234393501,3.40573117201131,3.433390072117728,3.562919990433822,3.747073909351783,4.277798361895716,3.697912654781444,3.4631665612040523,2.850781179648558,3.6101825726078864
reference_139,4.190787099159449,3.6226087816010875,3.575710666674468,3.9989427671985625,3.5066666800880837,3.235664985706087,3.393280281277037,3.6367411028865577,3.2106519081066205,3.5923414789452006,3.533987770649314,3.53784724087435,3.750642034666439,3.1836819592435357,3.644900085383406,3.641266658212849,4.085795960195255,3.3779228780827486,3.3664302728249074,3.5793079754785735,3.7245772618177235
reference_140,4.560121493892602,4.0069667119924945,4.081669571581516,3.8489030890631675,3.919653989919302,3.875863525192176,3.7800991885651594,3.9370122315094775,3.73040108247511,4.0161024762233914,3.9506014288663867,3.834282534252465,4.095226159122467,3.7477108995073736,3.9791355188510646,3.9484152833491186,4.557708003289899,3.8399462315632893,3.826341723240662,3.814943793651033,4.026935390885353
reference_141,4.324273941911725,3.4268406147351094,3.4739892971833473,3.941003999387026,3.28063374524892,3.672658541999116,3.114281423354435,3.1055830229692565,3.400036983197994,3.419495880452331,3.59263383038193,3.6225321372067927,3.747920949933869,3.059781646354824,3.496381802992831,3.6913933167923108,4.154269676445965,3.566867428856692,2.8241619636726383,3.565749275141705,3.758446639439106
reference_142,4.49877881825363,4.076429296663531,4.080211775001369,4.203944156304711,3.980899611362958,3.967217845398459,3.8344189273616838,4.040827246598654,3.7588385248899696,4.012183415055766,3.9595994559380325,3.8455298684138546,4.092466406517588,3.8172488860898297,4.036808702888305,4.095876390386605,4.489010240989627,3.913253531697005,3.88956104200872,3.861768762524563,4.0993757525055
reference_143,4.2239270800638,3.6105431146441003,3.6336800697277485,4.153088608993545,3.5534550013724817,3.1953948527384957,3.394554941395653,3.6716379096847866,3.237932107502823,3.5770387527252017,3.4761761568652014,3.525076899551373,3.784905918763504,3.281109021977229,3.6478083028532997,3.639513994769843,4.100700292989844,3.235297292311862,3.3901046667762484,3.183468070341999,3.717466480425928
reference_144,4.2200040692973975,3.6645963434731352,3.6519377729711016,4.349537528183736,3.5930579167147614,4.005206806790418,3.460637257223678,3.3609663507629173,3.685867769339865,3.6873584615104282,3.861149004828942,3.96071128231123,3.9777261982598002,3.594088332554376,3.6479184983613666,4.027539836408774,4.188595661384456,3.8441318134423645,3.4204441683667994,4.00301177594731,3.9852245776056394
reference_145,4.234172106460867,3.569256598793754,3.5699105080912,3.9791132274483316,3.5307630599500075,3.2642954125368404,3.2359285377935696,3.6009583436485655,3.3055441047412866,3.5448086294276946,3.5249969603142453,3.582468549048139,3.7509462697307057,3.113653515135304,3.5877641978328776,3.594773835317032,4.046919645016614,3.3425142650927717,3.210086309941786,3.5369464923049527,3.5251484724945334
reference_146,4.188019468914933,3.626468152992699,3.5804783106738047,3.8469054875754116,3.4606846350805824,3.2424276513865737,3.361411497768879,3.5369044306250035,3.3485362428079166,3.46533265082186,3.4992862872052193,3.5732652932088373,3.6375062623140364,3.0360172268690166,3.534833186818462,3.3014208598105474,4.022379911355573,3.384925127926509,2.967678562792254,3.6236065909626025,3.4682449641743895
reference_147,4.256531827204326,3.1896845147879143,3.16730843310261,3.9948386372531357,3.2815892401808795,3.601481037788526,3.0083847575091367,3.186191442293486,3.3220990267367227,3.3890756452557236,3.535649837203264,3.5616177046054602,3.6738881793564064,3.020470402178556,3.427160895652761,3.570888084542022,4.079475163208392,3.4038439874595987,2.8581592542928465,3.5901069673241794,3.4979960882598164
reference_148,4.356796692915075,3.7569750619373568,3.7304245107482465,4.087085199387923,3.6709346766482125,3.28915888429716,3.4998009559919487,3.604456335202307,3.489875833432858,3.6305857593154136,3.658843935904578,3.613500149012881,3.719494723845524,3.400070181651865,3.6770332977821094,3.7311949200807915,4.1415510029353095,3.529994246373885,3.4704458611578186,3.6730602270417982,3.719890081136412
reference_149,4.278105811176079,3.6663116659255626,3.74817296371099,3.709693328841497,3.6080265998380905,3.6435506369405704,3.509158291493761,3.7056668113441424,3.5084334053650936,3.6905369665918695,3.582927551376395,3.6674043815573003,3.7818979720621124,3.192359481673847,3.656265091032627,3.6592338456757116,4.025488079050379,3.580815157070281,3.4176990984642197,3.4580378587453127,3.687614269253567
reference_150,4.249195876591357,3.8652124223677657,3.8464387656775374,4.32021720894518,3.7979398760645537,3.8157520340075157,3.6914099278812413,3.8914572480320264,3.556767237098073,3.7080782630769398,3.7150904237710476,3.777331408577228,3.859129776313613,3.5646727337063195,3.7488539631363285,3.746501448717128,4.117877013899027,3.6057644071862516,3.5301839709494116,3.819700700880151,3.780342401532269
reference_151,4.365034736909746,3.223042263101695,3.5260457218412933,4.15086534696045,3.3799410230241134,3.1745488250632734,3.2180466108550547,3.061569138002518,3.5306406357071998,3.5479975953801923,3.649684474600506,3.6974967816810618,3.442913373352908,3.2244730743130807,3.3618838364648993,3.748043641563487,4.196191060995324,3.617553234461115,3.172886411498165,3.2920530863491675,3.5775862900747426
reference_152,4.352654695278944,3.759256623509104,3.769085312134263,4.096928500754356,3.5582919671468263,3.608203204766293,3.4502737030443553,3.726342735210812,3.5101588942595376,3.7312554642195024,3.4865455928514004,3.2660802648997302,3.7680088560079947,3.4243377287507055,3.65773027068459,3.7043479543273414,4.236594266697445,3.5135285546659043,3.444405468225098,3.6085548792161575,3.77224270087713
reference_153,4.4066535681649714,3.706739356795931,3.9220873727191563,4.267820510719065,3.6309416426971497,3.3545174520241785,3.720110942348328,3.7957628575967775,3.754678059066325,3.65036427575414,3.6683111810556346,3.575866984611874,3.2751928773175263,3.600811584738066,3.5041890684040697,3.799735840396052,4.264624347531929,3.653078056419737,3.508342196040737,3.6242511936957653,3.719982006302969
reference_154,4.118351029348565,3.4413258515246414,3.4811722989935476,3.9778738653257264,3.5588667875012656,3.5766315763223173,3.422303822593642,3.005424190840718,3.4330242959106303,3.5343175803174254,3.581839701947331,3.6141188617901805,3.2624399972706852,3.3479379286686197,3.3704146342266195,3.652589097885448,3.9381802724078243,3.5159467690799686,3.397929241413902,2.8846249567530453,3.3694596741205425
